user_id, o, c, e, a, n, cpb-i, cpb-o, dis_ocean, avg_dis_ocean, dis_os, avg_dis_os,cnt_send, cnt_s_size, cnt_s_attach, cnt_s_days
CEL0561,40.0,39.0,36.0,19.0,40.0,-7.81,-20.47,7.02770017997,0.305552181738,0.341355100343,0.0148415261019,169.0,5107252.0,99.0,130.0,
JFC0557,22.0,16.0,23.0,40.0,33.0,-12.69,-16.19,7.39599421759,0.284461316061,0.30438175398,0.0117069905377,243.0,7459650.0,235.0,155.0,
ASD0577,40.0,48.0,36.0,14.0,37.0,-7.82,-23.79,2.55643399575,0.28404822175,0.286702672782,0.0318558525313,32.0,884396.0,0.0,31.0,
MAR0955,36.0,44.0,23.0,44.0,25.0,-25.01,-37.41,1.68628856176,0.281048093626,0.286702672782,0.047783778797,26.0,767719.0,0.0,25.0,
GRM0868,21.0,25.0,20.0,13.0,28.0,-4.17,-10.82,11.3872391798,0.299664188942,0.341355100343,0.0089830289564,220.0,6496556.0,0.0,129.0,
AAL0706,37.0,14.0,28.0,13.0,25.0,-5.93,-12.35,1.47271565176,0.294543130351,0.286702672782,0.0573405345564,17.0,561035.0,8.0,17.0,
RVC0232,34.0,20.0,47.0,38.0,25.0,-11.99,-26.77,7.27375089238,0.290950035695,0.341355100343,0.0136542040137,621.0,18351051.0,361.0,256.0,
TCD0009,44.0,28.0,44.0,38.0,23.0,-17.5,-33.37,8.86908957589,0.295636319196,0.341355100343,0.0113785033448,36.0,981768.0,22.0,36.0,
ASM0575,42.0,25.0,21.0,45.0,30.0,-23.5,-28.37,1.76012508785,0.293354181308,0.286702672782,0.047783778797,50.0,1432329.0,57.0,46.0,
JLM0364,35.0,22.0,15.0,25.0,37.0,-12.14,-13.09,11.6498124699,0.291245311749,0.341355100343,0.00853387750858,733.0,21707457.0,215.0,285.0,
FOB0756,42.0,41.0,34.0,20.0,27.0,-12.78,-28.13,3.37995983839,0.307269076217,0.30438175398,0.0276710685437,40.0,1268724.0,44.0,40.0,
GCG0951,33.0,33.0,25.0,19.0,44.0,-6.54,-12.88,2.90084742235,0.290084742235,0.341355100343,0.0341355100343,62.0,1828638.0,39.0,55.0,
AAV0450,44.0,24.0,36.0,41.0,33.0,-17.75,-27.18,1.74252372835,0.290420621392,0.291982910479,0.0486638184132,18.0,501713.0,17.0,17.0,
CJV0286,18.0,14.0,17.0,13.0,26.0,-2.74,-5.81,3.68963148006,0.283817806159,0.286702672782,0.0220540517524,146.0,4738237.0,138.0,111.0,
TDG0962,42.0,40.0,36.0,26.0,21.0,-16.14,-33.21,2.72422777874,0.302691975415,0.286702672782,0.0318558525313,48.0,1525108.0,49.0,45.0,
SVL0803,27.0,35.0,20.0,36.0,32.0,-16.5,-24.27,8.13769807752,0.301396225093,0.291982910479,0.0108141818696,178.0,5382047.0,65.0,142.0,
MDM0625,18.0,42.0,36.0,27.0,24.0,-8.97,-27.09,16.8281924025,0.295231445659,0.341355100343,0.00598868597093,455.0,13953114.0,162.0,244.0,
GMF0738,30.0,40.0,45.0,20.0,18.0,-8.43,-30.24,11.9979721878,0.292633467995,0.291982910479,0.00712153440193,567.0,17476217.0,0.0,233.0,
BER0314,23.0,20.0,18.0,19.0,32.0,-6.09,-9.46,12.6108856918,0.293276411438,0.341355100343,0.00793849070565,303.0,9111992.0,56.0,176.0,
AMR0400,19.0,16.0,47.0,28.0,28.0,-1.83,-15.75,8.35423792048,0.288077169672,0.341355100343,0.0117708655291,221.0,6360828.0,0.0,163.0,
YCE0983,39.0,21.0,42.0,30.0,36.0,-8.82,-19.41,7.146233181,0.297759715875,0.341355100343,0.014223129181,255.0,7878883.0,317.0,162.0,
