user_id, o, c, e, a, n, cpb-i, cpb-o, dis_ocean, dis_os, email_ratio, cnt_send, cnt_s_size, cnt_s_attach, cnt_s_days
CEL0561,40.0,39.0,36.0,19.0,40.0,-7.81,-20.47,397.2760394,302.0,35.0,1057903.0,32.0,30.0,
JFC0557,22.0,16.0,23.0,40.0,33.0,-12.69,-16.19,527.948090671,346.0,41.0,1284626.0,55.0,36.0,
ASD0577,40.0,48.0,36.0,14.0,37.0,-7.82,-23.79,222.68700248,188.0,23.0,634662.0,0.0,23.0,
MAR0955,36.0,44.0,23.0,44.0,25.0,-25.01,-37.41,133.652632478,92.0,8.0,216277.0,0.0,8.0,
GRM0868,21.0,25.0,20.0,13.0,28.0,-4.17,-10.82,540.075184634,358.0,198.0,5826587.0,0.0,110.0,
AAL0706,37.0,14.0,28.0,13.0,25.0,-5.93,-12.35,116.473584691,78.0,8.0,237625.0,4.0,8.0,
RVC0232,34.0,20.0,47.0,38.0,25.0,-11.99,-26.77,436.591719582,276.0,274.0,8291772.0,162.0,154.0,
TCD0009,44.0,28.0,44.0,38.0,23.0,-17.5,-33.37,552.843897259,360.0,22.0,599176.0,16.0,22.0,
ASM0575,42.0,25.0,21.0,45.0,30.0,-23.5,-28.37,92.8190994345,90.0,24.0,728091.0,36.0,22.0,
JLM0364,35.0,22.0,15.0,25.0,37.0,-12.14,-13.09,569.593417136,394.0,332.0,9886508.0,100.0,178.0,
FOB0756,42.0,41.0,34.0,20.0,27.0,-12.78,-28.13,180.510063174,126.0,34.0,1092510.0,40.0,34.0,
GCG0951,33.0,33.0,25.0,19.0,44.0,-6.54,-12.88,123.097295702,92.0,19.0,533427.0,18.0,17.0,
AAV0450,44.0,24.0,36.0,41.0,33.0,-17.75,-27.18,130.575919301,106.0,16.0,440778.0,15.0,15.0,
CJV0286,18.0,14.0,17.0,13.0,26.0,-2.74,-5.81,371.531794013,222.0,90.0,2896905.0,92.0,72.0,
TDG0962,42.0,40.0,36.0,26.0,21.0,-16.14,-33.21,102.48133481,112.0,13.0,360926.0,17.0,13.0,
SVL0803,27.0,35.0,20.0,36.0,32.0,-16.5,-24.27,403.1299032,296.0,17.0,545051.0,7.0,16.0,
MDM0625,18.0,42.0,36.0,27.0,24.0,-8.97,-27.09,862.090963748,630.0,220.0,6595528.0,67.0,118.0,
GMF0738,30.0,40.0,45.0,20.0,18.0,-8.43,-30.24,624.623796108,436.0,234.0,7279448.0,0.0,120.0,
BER0314,23.0,20.0,18.0,19.0,32.0,-6.09,-9.46,597.559895905,396.0,158.0,4766381.0,28.0,103.0,
AMR0400,19.0,16.0,47.0,28.0,28.0,-1.83,-15.75,500.632481321,272.0,16.0,483966.0,0.0,16.0,
YCE0983,39.0,21.0,42.0,30.0,36.0,-8.82,-19.41,311.130462838,206.0,241.0,7454400.0,280.0,148.0,
BJW0619,30.0,43.0,47.0,21.0,39.0,-3.8,-22.34,813.970799269,466.0,169.0,5006447.0,60.0,106.0,
TYB0779,24.0,20.0,35.0,36.0,34.0,-8.97,-17.78,198.715887351,138.0,24.0,708897.0,30.0,24.0,
KBL0260,16.0,15.0,48.0,16.0,32.0,5.6,-7.88,335.81141627,188.0,119.0,3544166.0,0.0,82.0,
GHL0460,21.0,37.0,24.0,17.0,35.0,-5.13,-14.93,70.7752372585,62.0,4.0,124972.0,9.0,4.0,
FMG0527,43.0,38.0,35.0,38.0,28.0,-19.85,-34.09,300.731309296,270.0,71.0,2088392.0,75.0,57.0,
HCL0651,21.0,19.0,44.0,36.0,33.0,-5.9,-18.14,280.757683699,198.0,40.0,1208066.0,44.0,37.0,
SCP0130,42.0,18.0,35.0,32.0,24.0,-14.73,-24.46,140.863054814,122.0,52.0,1578975.0,58.0,47.0,
CMW0783,21.0,35.0,14.0,16.0,26.0,-9.04,-16.67,211.219809454,134.0,16.0,482854.0,0.0,14.0,
RKF0164,40.0,42.0,17.0,18.0,42.0,-12.13,-18.16,290.593393755,164.0,9.0,295644.0,3.0,8.0,
DOL0332,32.0,40.0,41.0,18.0,24.0,-7.73,-26.62,182.108584593,194.0,29.0,913135.0,31.0,28.0,
RSC0089,41.0,26.0,35.0,21.0,29.0,-9.78,-20.87,251.557544375,244.0,170.0,4880165.0,124.0,100.0,
CCM0136,16.0,16.0,39.0,40.0,29.0,-7.85,-18.49,130.396354081,90.0,23.0,730088.0,20.0,23.0,
NCH0179,17.0,12.0,40.0,17.0,25.0,1.67,-9.55,580.150967256,306.0,77.0,2252714.0,65.0,66.0,
NBH0256,41.0,43.0,14.0,21.0,22.0,-19.43,-29.12,524.047915728,380.0,155.0,4842406.0,128.0,97.0,
ORG0339,50.0,28.0,46.0,47.0,20.0,-23.39,-40.21,248.30343144,130.0,27.0,800451.0,19.0,24.0,
FRR0832,43.0,40.0,25.0,19.0,30.0,-14.02,-25.04,152.068677505,134.0,22.0,682828.0,28.0,21.0,
MSD0939,24.0,37.0,15.0,42.0,31.0,-19.99,-26.73,575.181088882,372.0,298.0,9071609.0,71.0,159.0,
OQH0183,34.0,38.0,18.0,33.0,23.0,-20.45,-30.1,332.081084629,242.0,35.0,1113950.0,7.0,34.0,
BSH0445,38.0,22.0,30.0,15.0,21.0,-8.83,-19.06,387.857559613,302.0,44.0,1289940.0,26.0,38.0,
KSP0357,41.0,40.0,29.0,19.0,24.0,-13.86,-27.84,437.435652866,334.0,353.0,10670119.0,232.0,178.0,
NGO0690,43.0,41.0,41.0,17.0,24.0,-10.76,-29.4,563.305412247,392.0,140.0,4392170.0,80.0,99.0,
VCC0396,21.0,45.0,16.0,37.0,23.0,-19.89,-31.33,325.455307319,236.0,14.0,409751.0,12.0,13.0,
WDD0366,43.0,42.0,17.0,19.0,28.0,-16.82,-25.9,452.487386123,294.0,247.0,7465075.0,222.0,146.0,
KPP0452,44.0,46.0,44.0,16.0,19.0,-11.88,-34.15,146.023356321,106.0,15.0,461593.0,14.0,14.0,
RTO0313,44.0,45.0,25.0,17.0,27.0,-14.98,-28.08,543.152467719,384.0,156.0,4718763.0,138.0,105.0,
ABM0845,45.0,21.0,35.0,50.0,29.0,-22.65,-31.56,129.231146964,130.0,23.0,736266.0,17.0,21.0,
VIA0063,40.0,34.0,19.0,50.0,33.0,-26.27,-32.23,826.591898358,508.0,261.0,7805346.0,94.0,163.0,
CCW0031,33.0,47.0,30.0,39.0,33.0,-18.77,-33.01,645.226880447,420.0,26.0,743890.0,18.0,26.0,
IYB0918,17.0,21.0,42.0,14.0,30.0,3.22,-10.17,246.852015543,150.0,153.0,4478463.0,39.0,111.0,
ORM0669,44.0,39.0,28.0,39.0,36.0,-20.57,-30.59,373.382514183,288.0,255.0,7673064.0,238.0,140.0,
MJB0588,39.0,24.0,15.0,47.0,38.0,-22.88,-23.52,190.490326336,164.0,31.0,847252.0,11.0,28.0,
LIM0674,18.0,13.0,35.0,49.0,20.0,-15.0,-25.11,672.435638141,324.0,227.0,6928720.0,178.0,135.0,
LHN0151,13.0,15.0,19.0,32.0,26.0,-9.07,-13.03,320.338152104,162.0,10.0,309533.0,7.0,9.0,
WTR0563,47.0,45.0,46.0,15.0,31.0,-8.81,-28.65,470.147484649,246.0,29.0,938397.0,0.0,25.0,
MKS0204,21.0,30.0,21.0,16.0,31.0,-5.29,-12.96,618.689724666,370.0,553.0,16483695.0,148.0,207.0,
AAW0353,49.0,45.0,19.0,25.0,34.0,-19.74,-28.6,280.85427875,198.0,34.0,1073365.0,0.0,34.0,
WJD0576,40.0,20.0,23.0,38.0,26.0,-19.55,-24.92,104.133196977,120.0,21.0,683200.0,4.0,21.0,
ILH0958,28.0,17.0,20.0,19.0,24.0,-8.53,-13.39,127.129888316,92.0,16.0,493048.0,17.0,15.0,
TLK0993,41.0,36.0,40.0,35.0,22.0,-17.83,-34.9,313.233446407,230.0,212.0,6379753.0,0.0,129.0,
WAB0143,43.0,43.0,24.0,22.0,33.0,-15.32,-26.06,397.326926261,234.0,13.0,377989.0,0.0,13.0,
RAG0275,23.0,38.0,35.0,41.0,32.0,-14.18,-28.44,514.032811119,300.0,19.0,562073.0,15.0,18.0,
KWC0004,23.0,38.0,39.0,20.0,27.0,-5.35,-22.66,723.46077872,526.0,35.0,991648.0,4.0,31.0,
CJK0200,40.0,29.0,24.0,38.0,31.0,-19.54,-26.65,433.82574667,284.0,18.0,488312.0,0.0,18.0,
FEB0306,40.0,42.0,26.0,25.0,31.0,-15.53,-27.28,83.2030147055,122.0,22.0,657660.0,19.0,22.0,
NKH0807,45.0,44.0,40.0,22.0,20.0,-15.2,-35.03,280.983088814,204.0,157.0,4881978.0,85.0,105.0,
JMC0925,33.0,10.0,23.0,19.0,31.0,-6.48,-8.63,612.268238477,362.0,203.0,6122508.0,200.0,144.0,
SBH0537,34.0,21.0,14.0,13.0,33.0,-7.73,-9.24,577.182323769,346.0,167.0,5169957.0,155.0,123.0,
JJB0700,15.0,19.0,39.0,37.0,28.0,-6.98,-18.8,114.625893079,62.0,7.0,201141.0,16.0,7.0,
AIS0405,40.0,45.0,14.0,37.0,35.0,-23.21,-30.2,252.743331222,188.0,10.0,288883.0,5.0,10.0,
HAH0760,34.0,17.0,22.0,37.0,30.0,-16.13,-19.69,256.700390092,170.0,26.0,762909.0,26.0,25.0,
AHD0848,24.0,30.0,49.0,16.0,30.0,0.57,-17.54,121.724937686,90.0,27.0,719499.0,37.0,22.0,
LDM0587,49.0,20.0,23.0,21.0,26.0,-14.94,-20.2,145.718495488,136.0,16.0,464035.0,3.0,14.0,
