user_id, o, c, e, a, n, cpb-i, cpb-o, dis_ocean, avg_dis_ocean, dis_os, avg_dis_os,cnt_send, cnt_s_size, cnt_s_attach, cnt_s_days
CEL0561,40.0,39.0,36.0,19.0,40.0,-7.81,-20.47,4.58434174611,0.305622783074,0.30438175398,0.020292116932,35.0,1057903.0,32.0,30.0,
JFC0557,22.0,16.0,23.0,40.0,33.0,-12.69,-16.19,4.86517289548,0.286186640911,0.341355100343,0.0200797117849,41.0,1284626.0,55.0,36.0,
ASD0577,40.0,48.0,36.0,14.0,37.0,-7.82,-23.79,2.01290077079,0.287557252971,0.291982910479,0.0417118443541,23.0,634662.0,0.0,23.0,
MAR0955,36.0,44.0,23.0,44.0,25.0,-25.01,-37.41,1.1184220847,0.279605521175,0.341355100343,0.0853387750858,8.0,216277.0,0.0,8.0,
GRM0868,21.0,25.0,20.0,13.0,28.0,-4.17,-10.82,5.70447807242,0.300235688022,0.341355100343,0.0179660579128,198.0,5826587.0,0.0,110.0,
AAL0706,37.0,14.0,28.0,13.0,25.0,-5.93,-12.35,1.16797076063,0.291992690158,0.341355100343,0.0853387750858,8.0,237625.0,4.0,8.0,
RVC0232,34.0,20.0,47.0,38.0,25.0,-11.99,-26.77,4.03878810788,0.288484864849,0.286702672782,0.0204787623416,274.0,8291772.0,162.0,154.0,
TCD0009,44.0,28.0,44.0,38.0,23.0,-17.5,-33.37,5.99879329205,0.299939664603,0.341355100343,0.0170677550172,22.0,599176.0,16.0,22.0,
ASM0575,42.0,25.0,21.0,45.0,30.0,-23.5,-28.37,0.854362049641,0.28478734988,0.286702672782,0.0955675575939,24.0,728091.0,36.0,22.0,
JLM0364,35.0,22.0,15.0,25.0,37.0,-12.14,-13.09,5.51281313288,0.290148059626,0.341355100343,0.0179660579128,332.0,9886508.0,100.0,178.0,
FOB0756,42.0,41.0,34.0,20.0,27.0,-12.78,-28.13,2.10702287034,0.301003267191,0.341355100343,0.0487650143347,34.0,1092510.0,40.0,34.0,
GCG0951,33.0,33.0,25.0,19.0,44.0,-6.54,-12.88,1.14438545727,0.286096364319,0.286702672782,0.0716756681955,19.0,533427.0,18.0,17.0,
AAV0450,44.0,24.0,36.0,41.0,33.0,-17.75,-27.18,1.14271974874,0.285679937184,0.286702672782,0.0716756681955,16.0,440778.0,15.0,15.0,
CJV0286,18.0,14.0,17.0,13.0,26.0,-2.74,-5.81,2.87427751384,0.287427751384,0.341355100343,0.0341355100343,90.0,2896905.0,92.0,72.0,
TDG0962,42.0,40.0,36.0,26.0,21.0,-16.14,-33.21,1.2017110199,0.300427754976,0.286702672782,0.0716756681955,13.0,360926.0,17.0,13.0,
SVL0803,27.0,35.0,20.0,36.0,32.0,-16.5,-24.27,4.46108979314,0.297405986209,0.291982910479,0.0194655273653,17.0,545051.0,7.0,16.0,
MDM0625,18.0,42.0,36.0,27.0,24.0,-8.97,-27.09,8.81622731371,0.29387424379,0.341355100343,0.0113785033448,220.0,6595528.0,67.0,118.0,
GMF0738,30.0,40.0,45.0,20.0,18.0,-8.43,-30.24,6.50680278433,0.295763762924,0.341355100343,0.0155161409247,234.0,7279448.0,0.0,120.0,
BER0314,23.0,20.0,18.0,19.0,32.0,-6.09,-9.46,6.20802306321,0.295620145867,0.341355100343,0.0162550047782,158.0,4766381.0,28.0,103.0,
AMR0400,19.0,16.0,47.0,28.0,28.0,-1.83,-15.75,4.04387106942,0.28884793353,0.30438175398,0.0217415538557,16.0,483966.0,0.0,16.0,
YCE0983,39.0,21.0,42.0,30.0,36.0,-8.82,-19.41,3.22575132274,0.293250120249,0.341355100343,0.0310322818494,241.0,7454400.0,280.0,148.0,
BJW0619,30.0,43.0,47.0,21.0,39.0,-3.8,-22.34,7.1060396732,0.284241586928,0.30438175398,0.0121752701592,169.0,5006447.0,60.0,106.0,
