11/01/2010 00:05:47,KJP0371,PC-6016,Logon,
11/01/2010 00:15:04,KJP0371,PC-6016,Logoff,
11/01/2010 00:16:33,AJF0370,PC-6016,Logon,
11/01/2010 00:24:35,AJF0370,PC-6016,Logoff,
11/01/2010 00:27:23,WPR0368,PC-3233,Logon,
11/01/2010 00:30:19,WPR0368,PC-3233,Logoff,
11/01/2010 00:33:06,JRS0362,PC-9094,Logon,
11/01/2010 00:50:45,JRS0362,PC-9094,Logoff,
11/01/2010 00:57:27,EIS0041,PC-8391,Logon,
11/01/2010 01:02:55,AJF0370,PC-7029,Logon,
11/01/2010 01:03:37,KJP0371,PC-8354,Logon,
11/01/2010 01:04:16,SAK0375,PC-3268,Logon,
11/01/2010 01:10:19,EIS0041,PC-8391,Logoff,
11/01/2010 01:13:26,KJP0371,PC-8354,Logoff,
11/01/2010 01:13:34,SAK0375,PC-3268,Logoff,
11/01/2010 01:14:08,WDD0366,PC-6539,Logon,
11/01/2010 01:14:43,HDS0367,PC-7558,Logon,
11/01/2010 01:15:14,WDD0366,PC-6539,Logoff,
11/01/2010 01:16:15,AJF0370,PC-7029,Logoff,
11/01/2010 01:34:24,HDS0367,PC-7558,Logoff,
11/01/2010 01:53:28,ACC0042,PC-6101,Logon,
11/01/2010 02:07:18,QNP0216,PC-8724,Logon,
11/01/2010 02:12:39,ACC0042,PC-6101,Logoff,
11/01/2010 02:15:26,QNP0216,PC-8724,Logoff,
11/01/2010 02:23:21,LBF0214,PC-3819,Logon,
11/01/2010 02:24:04,KRV0372,PC-6157,Logon,
11/01/2010 02:38:25,KRV0372,PC-6157,Logoff,
11/01/2010 02:45:49,IBB0359,PC-5015,Logon,
11/01/2010 02:45:50,BKW0374,PC-6581,Logon,
11/01/2010 02:55:28,BKW0374,PC-6581,Logoff,
11/01/2010 02:56:23,IBB0359,PC-5015,Logoff,
11/01/2010 02:56:52,JAV0361,PC-9988,Logon,
11/01/2010 02:58:51,UIR0043,PC-6103,Logon,
11/01/2010 03:04:46,JAV0361,PC-9988,Logoff,
11/01/2010 03:15:37,UIR0043,PC-6103,Logoff,
11/01/2010 03:19:17,IBB0359,PC-3873,Logon,
11/01/2010 03:37:25,IBB0359,PC-3873,Logoff,
11/01/2010 03:41:10,MNS0224,PC-3297,Logon,
11/01/2010 03:47:55,SAK0375,PC-0365,Logon,
11/01/2010 03:49:39,JLM0364,PC-8396,Logon,
11/01/2010 03:56:12,SAK0375,PC-0365,Logoff,
11/01/2010 04:00:54,MNS0224,PC-3297,Logoff,
11/01/2010 04:02:28,DFR0218,PC-5977,Logon,
11/01/2010 04:08:32,JLM0364,PC-8396,Logoff,
11/01/2010 04:10:37,DFR0218,PC-5977,Logoff,
11/01/2010 04:30:51,JCC0225,PC-7206,Logon,
11/01/2010 04:49:08,JCC0225,PC-7206,Logoff,
11/01/2010 04:57:55,BKW0374,PC-6032,Logon,
11/01/2010 05:04:50,BKW0374,PC-6032,Logoff,
11/01/2010 05:14:00,IBB0359,PC-1500,Logon,
11/01/2010 05:29:29,LBF0214,PC-3819,Logoff,
11/01/2010 05:30:30,IBB0359,PC-1500,Logoff,
11/01/2010 05:35:51,KCF0045,PC-6119,Logon,
11/01/2010 05:44:25,KCF0045,PC-6119,Logoff,
11/01/2010 05:53:38,BAL0044,PC-0330,Logon,
11/01/2010 05:56:46,MPM0220,PC-3682,Logon,
11/01/2010 06:04:29,MPM0220,PC-3682,Logoff,
11/01/2010 06:05:23,LBC0356,PC-1283,Logon,
11/01/2010 06:05:58,BAL0044,PC-0330,Logoff,
11/01/2010 06:08:30,TSM0363,PC-8758,Logon,
11/01/2010 06:10:26,ACC0042,PC-7756,Logon,
11/01/2010 06:12:29,LBC0356,PC-1283,Logoff,
11/01/2010 06:17:06,TSM0363,PC-8758,Logoff,
11/01/2010 06:20:33,ACC0042,PC-7756,Logoff,
11/01/2010 06:33:29,MSO0222,PC-7174,Logon,
11/01/2010 06:37:48,JAV0361,PC-3839,Logon,
11/01/2010 06:40:31,KRV0372,PC-1289,Logon,
11/01/2010 06:41:48,MSO0222,PC-7174,Logoff,
11/01/2010 06:46:50,JLM0364,PC-1736,Logon,
11/01/2010 06:47:00,NGF0157,PC-6056,Logon,
11/01/2010 06:48:31,KRV0372,PC-1289,Logoff,
11/01/2010 06:52:00,SRH0155,PC-9919,Logon,
