user_id, o, c, e, a, n, cpb-i, cpb-o, dis_ocean, avg_dis_ocean, dis_os, avg_dis_os,cnt_send, cnt_s_size, cnt_s_attach, cnt_s_days
CEL0561,40.0,39.0,36.0,19.0,40.0,-7.81,-20.47,3.94818331372,0.303706408748,0.341355100343,0.0262580846418,33.0,995931.0,32.0,28.0,
JFC0557,22.0,16.0,23.0,40.0,33.0,-12.69,-16.19,3.74762109509,0.288278545776,0.341355100343,0.0262580846418,36.0,1134402.0,36.0,31.0,
ASD0577,40.0,48.0,36.0,14.0,37.0,-7.82,-23.79,1.71278862717,0.285464771195,0.286702672782,0.047783778797,22.0,605373.0,0.0,22.0,
MAR0955,36.0,44.0,23.0,44.0,25.0,-25.01,-37.41,0.848802828778,0.282934276259,0.286702672782,0.0955675575939,7.0,185047.0,0.0,7.0,
GRM0868,21.0,25.0,20.0,13.0,28.0,-4.17,-10.82,4.18922984578,0.29923070327,0.341355100343,0.0243825071674,192.0,5652162.0,0.0,105.0,
AAL0706,37.0,14.0,28.0,13.0,25.0,-5.93,-12.35,1.16797076063,0.291992690158,0.341355100343,0.0853387750858,8.0,237625.0,4.0,8.0,
RVC0232,34.0,20.0,47.0,38.0,25.0,-11.99,-26.77,3.48166996999,0.290139164166,0.341355100343,0.0284462583619,14.0,426540.0,10.0,14.0,
TCD0009,44.0,28.0,44.0,38.0,23.0,-17.5,-33.37,4.69111860305,0.29319491269,0.341355100343,0.0213346937714,18.0,482175.0,15.0,18.0,
ASM0575,42.0,25.0,21.0,45.0,30.0,-23.5,-28.37,0.854362049641,0.28478734988,0.286702672782,0.0955675575939,24.0,728091.0,36.0,22.0,
JLM0364,35.0,22.0,15.0,25.0,37.0,-12.14,-13.09,4.32030540617,0.288020360411,0.341355100343,0.0227570066895,187.0,5542402.0,69.0,122.0,
FOB0756,42.0,41.0,34.0,20.0,27.0,-12.78,-28.13,1.79217913825,0.298696523042,0.341355100343,0.0568925167239,33.0,1066951.0,39.0,33.0,
GCG0951,33.0,33.0,25.0,19.0,44.0,-6.54,-12.88,1.14438545727,0.286096364319,0.286702672782,0.0716756681955,19.0,533427.0,18.0,17.0,
AAV0450,44.0,24.0,36.0,41.0,33.0,-17.75,-27.18,0.872414055403,0.290804685134,0.341355100343,0.113785033448,5.0,128810.0,6.0,5.0,
CJV0286,18.0,14.0,17.0,13.0,26.0,-2.74,-5.81,2.33493975463,0.291867469329,0.286702672782,0.0358378340977,87.0,2785242.0,92.0,69.0,
TDG0962,42.0,40.0,36.0,26.0,21.0,-16.14,-33.21,1.2017110199,0.300427754976,0.286702672782,0.0716756681955,13.0,360926.0,17.0,13.0,
SVL0803,27.0,35.0,20.0,36.0,32.0,-16.5,-24.27,2.66688441087,0.296320490097,0.30438175398,0.0338201948867,10.0,322652.0,2.0,9.0,
MDM0625,18.0,42.0,36.0,27.0,24.0,-8.97,-27.09,7.27419816463,0.290967926585,0.341355100343,0.0136542040137,215.0,6469263.0,67.0,113.0,
GMF0738,30.0,40.0,45.0,20.0,18.0,-8.43,-30.24,5.62028356436,0.295804398124,0.341355100343,0.0179660579128,231.0,7157610.0,0.0,117.0,
BER0314,23.0,20.0,18.0,19.0,32.0,-6.09,-9.46,5.04749309262,0.296911358389,0.341355100343,0.0200797117849,154.0,4603919.0,28.0,101.0,
AMR0400,19.0,16.0,47.0,28.0,28.0,-1.83,-15.75,3.51615472799,0.293012893999,0.341355100343,0.0284462583619,13.0,381268.0,0.0,13.0,
YCE0983,39.0,21.0,42.0,30.0,36.0,-8.82,-19.41,2.61800367601,0.290889297334,0.341355100343,0.0379283444826,239.0,7399217.0,279.0,147.0,
BJW0619,30.0,43.0,47.0,21.0,39.0,-3.8,-22.34,6.23349157733,0.283340526242,0.341355100343,0.0155161409247,166.0,4914969.0,60.0,104.0,
TYB0779,24.0,20.0,35.0,36.0,34.0,-8.97,-17.78,1.44853700024,0.289707400048,0.341355100343,0.0682710200686,22.0,667059.0,29.0,22.0,
MAS0025,23.0,14.0,20.0,21.0,23.0,-7.65,-12.11,3.3869283583,0.282244029859,0.341355100343,0.0284462583619,12.0,331704.0,0.0,10.0,
KBL0260,16.0,15.0,48.0,16.0,32.0,5.6,-7.88,1.44130011856,0.288260023713,0.341355100343,0.0682710200686,114.0,3385279.0,0.0,77.0,
GHL0460,21.0,37.0,24.0,17.0,35.0,-5.13,-14.93,0.919073379146,0.306357793049,0.341355100343,0.113785033448,4.0,124972.0,9.0,4.0,
FMG0527,43.0,38.0,35.0,38.0,28.0,-19.85,-34.09,2.67622920579,0.297358800643,0.341355100343,0.0379283444826,69.0,2015816.0,71.0,55.0,
