07/01/2010 00:04:43,MSH0040,PC-9800,Logon,
07/01/2010 00:12:07,BKW0374,PC-2550,Logon,
07/01/2010 00:24:19,MSH0040,PC-9800,Logoff,
07/01/2010 00:25:16,BKW0374,PC-2550,Logoff,
07/01/2010 00:30:32,QNP0216,PC-2804,Logon,
07/01/2010 00:37:16,JRS0362,PC-5090,Logon,
07/01/2010 00:37:52,MNS0224,PC-2085,Logon,
07/01/2010 00:43:40,QNP0216,PC-2804,Logoff,
07/01/2010 00:50:25,MNS0224,PC-2085,Logoff,
07/01/2010 00:56:05,JRS0362,PC-5090,Logoff,
07/01/2010 01:00:23,KSP0357,PC-2441,Logon,
07/01/2010 01:06:12,CBB0365,PC-7264,Logon,
07/01/2010 01:07:28,JLM0364,PC-2439,Logon,
07/01/2010 01:11:22,JAV0361,PC-2069,Logon,
07/01/2010 01:11:33,KSP0357,PC-2441,Logoff,
07/01/2010 01:12:59,CBB0365,PC-7264,Logoff,
07/01/2010 01:13:46,JLM0364,PC-2439,Logoff,
07/01/2010 01:16:42,JAV0361,PC-2069,Logoff,
07/01/2010 01:31:02,BBS0039,PC-0166,Logon,
07/01/2010 01:44:42,BBS0039,PC-0166,Logoff,
07/01/2010 01:49:38,DMG0358,PC-4861,Logon,
07/01/2010 01:55:47,DMG0358,PC-4861,Logoff,
07/01/2010 01:57:59,UIR0043,PC-1479,Logon,
07/01/2010 02:00:14,ACC0042,PC-9067,Logon,
07/01/2010 02:03:21,MPM0220,PC-4368,Logon,
07/01/2010 02:10:44,UIR0043,PC-1479,Logoff,
07/01/2010 02:13:35,MPM0220,PC-4368,Logoff,
07/01/2010 02:16:31,ACC0042,PC-9067,Logoff,
07/01/2010 02:37:23,KCF0045,PC-2813,Logon,
07/01/2010 02:51:36,KCF0045,PC-2813,Logoff,
07/01/2010 02:56:30,DFR0218,PC-1208,Logon,
07/01/2010 02:59:05,UIR0043,PC-6519,Logon,
07/01/2010 03:04:14,KJP0371,PC-3629,Logon,
07/01/2010 03:07:12,DFR0218,PC-1208,Logoff,
07/01/2010 03:11:15,LBC0356,PC-8591,Logon,
07/01/2010 03:12:53,KCF0045,PC-6310,Logon,
07/01/2010 03:15:56,UIR0043,PC-6519,Logoff,
07/01/2010 03:16:39,KCF0045,PC-6310,Logoff,
07/01/2010 03:17:12,JAJ0849,PC-9819,Logoff,
07/01/2010 03:17:20,BAL0044,PC-9292,Logon,
07/01/2010 03:18:15,LBC0356,PC-8591,Logoff,
07/01/2010 03:22:26,KJP0371,PC-3629,Logoff,
07/01/2010 03:26:44,BAL0044,PC-9292,Logoff,
07/01/2010 03:38:58,HDS0367,PC-2231,Logon,
07/01/2010 03:52:25,HDS0367,PC-2231,Logoff,
07/01/2010 03:55:07,JGT0221,PC-2288,Logon,
07/01/2010 04:00:01,BBS0039,PC-3695,Logon,
07/01/2010 04:04:52,TSM0363,PC-7733,Logon,
07/01/2010 04:05:16,BBS0039,PC-3695,Logoff,
07/01/2010 04:10:03,TSM0363,PC-7733,Logoff,
07/01/2010 04:11:26,JGT0221,PC-2288,Logoff,
07/01/2010 04:11:40,SOB0360,PC-4551,Logon,
07/01/2010 04:24:43,SOB0360,PC-4551,Logoff,
07/01/2010 04:25:30,JTM0223,PC-9643,Logon,
07/01/2010 04:26:42,LBC0356,PC-8396,Logon,
07/01/2010 04:28:13,LBC0356,PC-8396,Logoff,
07/01/2010 04:31:43,KSP0357,PC-9819,Logon,
07/01/2010 04:32:14,JTM0223,PC-9643,Logoff,
07/01/2010 04:42:44,KSP0357,PC-9819,Logoff,
07/01/2010 04:52:00,MSH0040,PC-1651,Logon,
07/01/2010 04:55:01,WPR0368,PC-6157,Logon,
07/01/2010 05:00:37,ACC0042,PC-8724,Logon,
07/01/2010 05:02:46,MNS0224,PC-5168,Logon,
07/01/2010 05:04:47,UIR0043,PC-2996,Logon,
07/01/2010 05:06:21,JAV0361,PC-8370,Logon,
07/01/2010 05:07:01,UIR0043,PC-2996,Logoff,
07/01/2010 05:07:26,MSH0040,PC-1651,Logoff,
07/01/2010 05:07:50,JGT0221,PC-1651,Logon,
