user_id, o, c, e, a, n, cpb-i, cpb-o, dis_ocean, avg_dis_ocean, dis_os, avg_dis_os,cnt_send, cnt_s_size, cnt_s_attach, cnt_s_days
CEL0561,40.0,39.0,36.0,19.0,40.0,-7.81,-20.47,0.893105488787,0.297701829596,0.341355100343,0.113785033448,22.0,678330.0,24.0,17.0,
JFC0557,22.0,16.0,23.0,40.0,33.0,-12.69,-16.19,1.69589560253,0.282649267089,0.341355100343,0.0568925167239,27.0,855886.0,29.0,22.0,
ASD0577,40.0,48.0,36.0,14.0,37.0,-7.82,-23.79,0.256645253915,0.256645253915,0.286702672782,0.286702672782,1.0,41201.0,0.0,1.0,
MAR0955,36.0,44.0,23.0,44.0,25.0,-25.01,-37.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
GRM0868,21.0,25.0,20.0,13.0,28.0,-4.17,-10.82,0.921502575603,0.307167525201,0.286702672782,0.0955675575939,179.0,5249119.0,0.0,95.0,
AAL0706,37.0,14.0,28.0,13.0,25.0,-5.93,-12.35,0.547754055028,0.273877027514,0.341355100343,0.170677550172,2.0,85110.0,0.0,2.0,
RVC0232,34.0,20.0,47.0,38.0,25.0,-11.99,-26.77,1.51102830394,0.302205660788,0.341355100343,0.0682710200686,5.0,153994.0,1.0,5.0,
TCD0009,44.0,28.0,44.0,38.0,23.0,-17.5,-33.37,2.05131675303,0.293045250433,0.341355100343,0.0487650143347,8.0,208997.0,3.0,8.0,
ASM0575,42.0,25.0,21.0,45.0,30.0,-23.5,-28.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
JLM0364,35.0,22.0,15.0,25.0,37.0,-12.14,-13.09,1.46813188791,0.293626377581,0.341355100343,0.0682710200686,57.0,1698963.0,24.0,42.0,
FOB0756,42.0,41.0,34.0,20.0,27.0,-12.78,-28.13,0.324235938554,0.324235938554,0.341355100343,0.341355100343,1.0,23127.0,2.0,1.0,
GCG0951,33.0,33.0,25.0,19.0,44.0,-6.54,-12.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AAV0450,44.0,24.0,36.0,41.0,33.0,-17.75,-27.18,0.872414055403,0.290804685134,0.341355100343,0.113785033448,5.0,128810.0,6.0,5.0,
CJV0286,18.0,14.0,17.0,13.0,26.0,-2.74,-5.81,0.734413512384,0.367206756192,0.341355100343,0.170677550172,8.0,241845.0,2.0,8.0,
TDG0962,42.0,40.0,36.0,26.0,21.0,-16.14,-33.21,0.315137204261,0.315137204261,0.30438175398,0.30438175398,1.0,23037.0,3.0,1.0,
SVL0803,27.0,35.0,20.0,36.0,32.0,-16.5,-24.27,0.627798485536,0.313899242768,0.341355100343,0.170677550172,2.0,49011.0,0.0,2.0,
MDM0625,18.0,42.0,36.0,27.0,24.0,-8.97,-27.09,3.42372256631,0.285310213859,0.291982910479,0.0243319092066,102.0,3074890.0,28.0,61.0,
GMF0738,30.0,40.0,45.0,20.0,18.0,-8.43,-30.24,3.29538354266,0.29958032206,0.286702672782,0.0260638793438,223.0,6926520.0,0.0,109.0,
BER0314,23.0,20.0,18.0,19.0,32.0,-6.09,-9.46,1.16287682638,0.290719206596,0.341355100343,0.0853387750858,5.0,129069.0,0.0,4.0,
AMR0400,19.0,16.0,47.0,28.0,28.0,-1.83,-15.75,0.874906019489,0.29163533983,0.341355100343,0.113785033448,3.0,95958.0,0.0,3.0,
YCE0983,39.0,21.0,42.0,30.0,36.0,-8.82,-19.41,0.589730272828,0.294865136414,0.30438175398,0.15219087699,2.0,62903.0,4.0,2.0,
BJW0619,30.0,43.0,47.0,21.0,39.0,-3.8,-22.34,1.37969297982,0.275938595965,0.341355100343,0.0682710200686,60.0,1736720.0,27.0,38.0,
TYB0779,24.0,20.0,35.0,36.0,34.0,-8.97,-17.78,0.295213379414,0.295213379414,0.341355100343,0.341355100343,1.0,34928.0,0.0,1.0,
MAS0025,23.0,14.0,20.0,21.0,23.0,-7.65,-12.11,1.40165915616,0.280331831233,0.341355100343,0.0682710200686,5.0,129409.0,0.0,4.0,
KBL0260,16.0,15.0,48.0,16.0,32.0,5.6,-7.88,0.624353169561,0.312176584781,0.286702672782,0.143351336391,111.0,3291725.0,0.0,74.0,
GHL0460,21.0,37.0,24.0,17.0,35.0,-5.13,-14.93,0.601603323909,0.300801661955,0.341355100343,0.170677550172,3.0,88711.0,8.0,3.0,
FMG0527,43.0,38.0,35.0,38.0,28.0,-19.85,-34.09,1.45584846549,0.291169693098,0.286702672782,0.0573405345564,27.0,836010.0,23.0,22.0,
HCL0651,21.0,19.0,44.0,36.0,33.0,-5.9,-18.14,0.281410625216,0.281410625216,0.286702672782,0.286702672782,7.0,243340.0,15.0,7.0,
SCP0130,42.0,18.0,35.0,32.0,24.0,-14.73,-24.46,0.291054969747,0.291054969747,0.341355100343,0.341355100343,1.0,30103.0,2.0,1.0,
CMW0783,21.0,35.0,14.0,16.0,26.0,-9.04,-16.67,0.568987895181,0.28449394759,0.30438175398,0.15219087699,2.0,70307.0,0.0,2.0,
RKF0164,40.0,42.0,17.0,18.0,42.0,-12.13,-18.16,0.524926675827,0.262463337913,0.30438175398,0.15219087699,2.0,75664.0,2.0,2.0,
DOL0332,32.0,40.0,41.0,18.0,24.0,-7.73,-26.62,0.66613940351,0.333069701755,0.30438175398,0.15219087699,2.0,84400.0,4.0,2.0,
RSC0089,41.0,26.0,35.0,21.0,29.0,-9.78,-20.87,1.52299586208,0.304599172416,0.286702672782,0.0573405345564,163.0,4671513.0,112.0,93.0,
CCM0136,16.0,16.0,39.0,40.0,29.0,-7.85,-18.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NCH0179,17.0,12.0,40.0,17.0,25.0,1.67,-9.55,1.2983479652,0.259669593039,0.341355100343,0.0682710200686,5.0,142974.0,2.0,5.0,
NBH0256,41.0,43.0,14.0,21.0,22.0,-19.43,-29.12,0.541611889686,0.270805944843,0.286702672782,0.143351336391,137.0,4265973.0,109.0,80.0,
ORG0339,50.0,28.0,46.0,47.0,20.0,-23.39,-40.21,0.25107712084,0.25107712084,0.341355100343,0.341355100343,1.0,46915.0,0.0,1.0,
FRR0832,43.0,40.0,25.0,19.0,30.0,-14.02,-25.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MSD0939,24.0,37.0,15.0,42.0,31.0,-19.99,-26.73,0.586040578958,0.293020289479,0.341355100343,0.170677550172,3.0,113030.0,4.0,3.0,
OQH0183,34.0,38.0,18.0,33.0,23.0,-20.45,-30.1,1.19680015619,0.299200039049,0.30438175398,0.0760954384951,4.0,112170.0,0.0,4.0,
BSH0445,38.0,22.0,30.0,15.0,21.0,-8.83,-19.06,0.578394663011,0.289197331506,0.341355100343,0.170677550172,26.0,768405.0,15.0,21.0,
KSP0357,41.0,40.0,29.0,19.0,24.0,-13.86,-27.84,0.577563050932,0.288781525466,0.341355100343,0.170677550172,55.0,1617457.0,16.0,40.0,
NGO0690,43.0,41.0,41.0,17.0,24.0,-10.76,-29.4,1.88150265362,0.313583775603,0.341355100343,0.0568925167239,29.0,950777.0,22.0,23.0,
VCC0396,21.0,45.0,16.0,37.0,23.0,-19.89,-31.33,1.21038686273,0.302596715683,0.341355100343,0.0853387750858,4.0,125333.0,3.0,4.0,
WDD0366,43.0,42.0,17.0,19.0,28.0,-16.82,-25.9,1.43490285509,0.286980571018,0.291982910479,0.0583965820958,35.0,1102069.0,32.0,29.0,
KPP0452,44.0,46.0,44.0,16.0,19.0,-11.88,-34.15,0.558950199866,0.279475099933,0.286702672782,0.143351336391,3.0,75370.0,3.0,3.0,
RTO0313,44.0,45.0,25.0,17.0,27.0,-14.98,-28.08,1.09772592895,0.274431482239,0.291982910479,0.0729957276197,4.0,133387.0,3.0,4.0,
ABM0845,45.0,21.0,35.0,50.0,29.0,-22.65,-31.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
VIA0063,40.0,34.0,19.0,50.0,33.0,-26.27,-32.23,1.92768385195,0.321280641992,0.341355100343,0.0568925167239,15.0,427744.0,4.0,14.0,
BIH0745,43.0,39.0,50.0,27.0,25.0,-12.25,-33.23,1.78563772712,0.297606287853,0.286702672782,0.047783778797,92.0,2715962.0,103.0,50.0,
CCW0031,33.0,47.0,30.0,39.0,33.0,-18.77,-33.01,1.19112118981,0.297780297452,0.341355100343,0.0853387750858,4.0,84559.0,0.0,4.0,
IYB0918,17.0,21.0,42.0,14.0,30.0,3.22,-10.17,0.292684419627,0.292684419627,0.341355100343,0.341355100343,1.0,28791.0,0.0,1.0,
ORM0669,44.0,39.0,28.0,39.0,36.0,-20.57,-30.59,0.854232432789,0.284744144263,0.341355100343,0.113785033448,3.0,116932.0,2.0,3.0,
MJB0588,39.0,24.0,15.0,47.0,38.0,-22.88,-23.52,0.605815860134,0.302907930067,0.341355100343,0.170677550172,3.0,84270.0,1.0,3.0,
ALB0892,25.0,19.0,44.0,22.0,30.0,-1.8,-14.81,1.67028671867,0.278381119779,0.341355100343,0.0568925167239,34.0,1056606.0,11.0,27.0,
LIM0674,18.0,13.0,35.0,49.0,20.0,-15.0,-25.11,0.785243661882,0.261747887294,0.341355100343,0.113785033448,3.0,89286.0,0.0,3.0,
LHN0151,13.0,15.0,19.0,32.0,26.0,-9.07,-13.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WTR0563,47.0,45.0,46.0,15.0,31.0,-8.81,-28.65,0.848467140508,0.282822380169,0.341355100343,0.113785033448,19.0,615392.0,0.0,16.0,
MKS0204,21.0,30.0,21.0,16.0,31.0,-5.29,-12.96,0.930308858249,0.31010295275,0.341355100343,0.113785033448,4.0,111696.0,0.0,4.0,
AAW0353,49.0,45.0,19.0,25.0,34.0,-19.74,-28.6,1.10883260989,0.277208152472,0.341355100343,0.0853387750858,7.0,166009.0,0.0,7.0,
WJD0576,40.0,20.0,23.0,38.0,26.0,-19.55,-24.92,0.358117938876,0.358117938876,0.286702672782,0.286702672782,2.0,78273.0,0.0,2.0,
ILH0958,28.0,17.0,20.0,19.0,24.0,-8.53,-13.39,0.280991438079,0.280991438079,0.341355100343,0.341355100343,1.0,45979.0,0.0,1.0,
TLK0993,41.0,36.0,40.0,35.0,22.0,-17.83,-34.9,1.15683659542,0.289209148855,0.341355100343,0.0853387750858,4.0,147327.0,0.0,4.0,
WAB0143,43.0,43.0,24.0,22.0,33.0,-15.32,-26.06,1.20769927541,0.301924818854,0.341355100343,0.0853387750858,4.0,118358.0,0.0,4.0,
RAG0275,23.0,38.0,35.0,41.0,32.0,-14.18,-28.44,0.548150504491,0.274075252245,0.341355100343,0.170677550172,3.0,66686.0,7.0,3.0,
LQC0479,27.0,38.0,34.0,17.0,36.0,-4.35,-17.6,2.33784296218,0.292230370272,0.291982910479,0.0364978638099,50.0,1461377.0,0.0,42.0,
KWC0004,23.0,38.0,39.0,20.0,27.0,-5.35,-22.66,2.12671691969,0.303816702812,0.341355100343,0.0487650143347,9.0,287670.0,2.0,9.0,
CJK0200,40.0,29.0,24.0,38.0,31.0,-19.54,-26.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
