user_id,O_Score,C_Score,E_Score,A_Score,N_Score,CPB-I,CPB-O,JS_Score,Team_CPB-I-mean,Team_CPB-O-mean,Users-less-mean-A,Users-less-mean-A and C,Users-less-mean-C,Users-High-mean-N,Team_CPB-I-median,Team_CPB-O-median,leader-CPB-I,leader-CPB-O,dis_ocean,avg_dis_ocean,dis_os,avg_dis_os,cnt_send,cnt_send_size,cnt_send_attach,cnt_send_days,cnt_email_days,cnt_late_days,cnt_early_days,month_work_days,
CEL0561,40.0,39.0,36.0,19.0,40.0,-7.81,-20.47,11.35,-8.663333333333332,-19.153333333333336,10,5,8,13,-5.51,0,0,0.893105488787,0.297701829596,0.341355100343,0.113785033448,22.0,678330.0,24.0,17.0,50.0,54.0,147.0,
JFC0557,22.0,16.0,23.0,40.0,33.0,-12.69,-16.19,11.93,-8.338,-19.438666666666663,11,5,7,13,-7.829999999999998,0,0,1.69589560253,0.282649267089,0.341355100343,0.0568925167239,27.0,855886.0,29.0,22.0,64.0,65.0,147.0,
ASD0577,40.0,48.0,36.0,14.0,37.0,-7.82,-23.79,12.47,-16.380666666666666,-23.899,10,5,16,18,-18.814999999999998,0,0,0.256645253915,0.256645253915,0.286702672782,0.286702672782,1.0,41201.0,0.0,1.0,31.0,36.0,147.0,
MAR0955,36.0,44.0,23.0,44.0,25.0,-25.01,-37.41,22.29,-11.093666666666667,-20.320999999999998,21,15,21,11,-10.825,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,
GRM0868,21.0,25.0,20.0,13.0,28.0,-4.17,-10.82,6.37,-11.758000000000003,-21.769666666666666,15,9,13,15,-13.775000000000002,0,0,0.921502575603,0.307167525201,0.286702672782,0.0955675575939,179.0,5249119.0,0.0,95.0,0.0,0.0,147.0,
AAL0706,37.0,14.0,28.0,13.0,25.0,-5.93,-12.35,6.56,-10.249666666666668,-20.385666666666665,19,10,16,18,-9.010000000000002,0,0,0.547754055028,0.273877027514,0.341355100343,0.170677550172,2.0,85110.0,0.0,2.0,0.0,0.0,147.0,
RVC0232,34.0,20.0,47.0,38.0,25.0,-11.99,-26.77,16.91,-13.053999999999998,-23.732666666666667,9,5,6,7,-12.690000000000001,0,0,1.51102830394,0.302205660788,0.341355100343,0.0682710200686,5.0,153994.0,1.0,5.0,63.0,60.0,147.0,
TCD0009,44.0,28.0,44.0,38.0,23.0,-17.5,-33.37,19.69,0,0,0,0,0,0,0,0,0,2.05131675303,0.293045250433,0.341355100343,0.0487650143347,8.0,208997.0,3.0,8.0,0.0,63.0,147.0,
ASM0575,42.0,25.0,21.0,45.0,30.0,-23.5,-28.37,17.59,-15.858,-23.746333333333332,11,5,15,18,-19.28,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,61.0,147.0,
JLM0364,35.0,22.0,15.0,25.0,37.0,-12.14,-13.09,8.08,-15.272,-24.610500000000002,11,5,7,12,-14.610000000000001,0,0,1.46813188791,0.293626377581,0.341355100343,0.0682710200686,57.0,1698963.0,24.0,42.0,44.0,0.0,147.0,
FOB0756,42.0,41.0,34.0,20.0,27.0,-12.78,-28.13,15.09,-12.438666666666666,-22.154,14,6,14,20,-15.285000000000002,0,0,0.324235938554,0.324235938554,0.341355100343,0.341355100343,1.0,23127.0,2.0,1.0,73.0,71.0,182.0,
GCG0951,33.0,33.0,25.0,19.0,44.0,-6.54,-12.88,7.67,-11.709333333333335,-21.138666666666666,20,15,21,10,-11.04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,
AAV0450,44.0,24.0,36.0,41.0,33.0,-17.75,-27.18,16.8,-15.44833333333333,-25.244666666666667,12,5,12,14,-17.6,0,0,0.872414055403,0.290804685134,0.341355100343,0.113785033448,5.0,128810.0,6.0,5.0,64.0,61.0,147.0,
CJV0286,18.0,14.0,17.0,13.0,26.0,-2.74,-5.81,3.93,-14.913999999999998,-25.918999999999997,10,4,6,7,-15.884999999999998,0,0,0.734413512384,0.367206756192,0.341355100343,0.170677550172,8.0,241845.0,2.0,8.0,0.0,0.0,147.0,
TDG0962,42.0,40.0,36.0,26.0,21.0,-16.14,-33.21,18.27,-11.389333333333333,-20.461000000000002,20,15,21,11,-10.799999999999997,0,0,0.315137204261,0.315137204261,0.30438175398,0.30438175398,1.0,23037.0,3.0,1.0,0.0,0.0,147.0,
SVL0803,27.0,35.0,20.0,36.0,32.0,-16.5,-24.27,15.26,-14.657333333333334,-25.556666666666665,4,1,5,8,-17.369999999999997,0,0,0.627798485536,0.313899242768,0.341355100343,0.170677550172,2.0,49011.0,0.0,2.0,0.0,0.0,147.0,
MDM0625,18.0,42.0,36.0,27.0,24.0,-8.97,-27.09,16.41,-13.190666666666667,-23.690666666666665,14,8,15,13,-16.995,0,0,3.42372256631,0.285310213859,0.291982910479,0.0243319092066,102.0,3074890.0,28.0,61.0,46.0,51.0,147.0,
GMF0738,30.0,40.0,45.0,20.0,18.0,-8.43,-30.24,16.86,-13.916666666666664,-24.520333333333333,13,6,15,14,-14.299999999999999,0,0,3.29538354266,0.29958032206,0.286702672782,0.0260638793438,223.0,6926520.0,0.0,109.0,55.0,50.0,147.0,
BER0314,23.0,20.0,18.0,19.0,32.0,-6.09,-9.46,6.21,-11.484000000000002,-21.876,20,10,13,17,-11.910000000000002,0,0,1.16287682638,0.290719206596,0.341355100343,0.0853387750858,5.0,129069.0,0.0,4.0,0.0,0.0,147.0,
AMR0400,19.0,16.0,47.0,28.0,28.0,-1.83,-15.75,11.04,-15.038571428571428,-24.848571428571432,7,4,7,5,-18.384999999999998,0,0,0.874906019489,0.29163533983,0.341355100343,0.113785033448,3.0,95958.0,0.0,3.0,70.0,63.0,147.0,
YCE0983,39.0,21.0,42.0,30.0,36.0,-8.82,-19.41,12.12,0,0,0,0,0,0,0,0,0,0.589730272828,0.294865136414,0.30438175398,0.15219087699,2.0,62903.0,4.0,2.0,0.0,0.0,147.0,
BJW0619,30.0,43.0,47.0,21.0,39.0,-3.8,-22.34,13.16,-13.362999999999998,-23.848999999999997,14,8,15,12,-17.115000000000002,0,0,1.37969297982,0.275938595965,0.341355100343,0.0682710200686,60.0,1736720.0,27.0,38.0,55.0,51.0,147.0,
TYB0779,24.0,20.0,35.0,36.0,34.0,-8.97,-17.78,12.46,-12.565666666666665,-22.498999999999995,15,6,13,19,-14.84,0,0,0.295213379414,0.295213379414,0.341355100343,0.341355100343,1.0,34928.0,0.0,1.0,63.0,56.0,147.0,
MAS0025,23.0,14.0,20.0,21.0,23.0,-7.65,-12.11,7.74,0,0,0,0,0,0,0,0,0,1.40165915616,0.280331831233,0.341355100343,0.0682710200686,5.0,129409.0,0.0,4.0,0.0,0.0,147.0,
KBL0260,16.0,15.0,48.0,16.0,32.0,5.6,-7.88,6.02,-12.450666666666663,-22.499333333333333,9,6,8,5,-10.66,0,0,0.624353169561,0.312176584781,0.286702672782,0.143351336391,111.0,3291725.0,0.0,74.0,0.0,0.0,147.0,
GHL0460,21.0,37.0,24.0,17.0,35.0,-5.13,-14.93,8.96,-15.869,-25.653000000000002,11,5,13,14,-18.814999999999998,0,0,0.601603323909,0.300801661955,0.341355100343,0.170677550172,3.0,88711.0,8.0,3.0,64.0,66.0,147.0,
FMG0527,43.0,38.0,35.0,38.0,28.0,-19.85,-34.09,19.94,-12.830666666666666,-23.575666666666667,13,10,16,13,-13.394999999999998,0,0,1.45584846549,0.291169693098,0.286702672782,0.0573405345564,27.0,836010.0,23.0,22.0,62.0,50.0,147.0,
HCL0651,21.0,19.0,44.0,36.0,33.0,-5.9,-18.14,12.95,-11.723666666666668,-21.656333333333336,14,9,16,10,-12.360000000000001,0,0,0.281410625216,0.281410625216,0.286702672782,0.286702672782,7.0,243340.0,15.0,7.0,0.0,0.0,147.0,
SCP0130,42.0,18.0,35.0,32.0,24.0,-14.73,-24.46,14.52,-12.874333333333329,-23.104999999999997,13,6,15,16,-16.015,0,0,0.291054969747,0.291054969747,0.341355100343,0.341355100343,1.0,30103.0,2.0,1.0,66.0,66.0,147.0,
CMW0783,21.0,35.0,14.0,16.0,26.0,-9.04,-16.67,9.48,-12.563333333333333,-22.535999999999998,14,6,14,20,-14.285000000000002,0,0,0.568987895181,0.28449394759,0.30438175398,0.15219087699,2.0,70307.0,0.0,2.0,54.0,67.0,147.0,
RKF0164,40.0,42.0,17.0,18.0,42.0,-12.13,-18.16,9.72,0,0,0,0,0,0,0,0,0,0.524926675827,0.262463337913,0.30438175398,0.15219087699,2.0,75664.0,2.0,2.0,0.0,0.0,147.0,
DOL0332,32.0,40.0,41.0,18.0,24.0,-7.73,-26.62,14.7,-12.322333333333336,-23.68633333333333,16,8,15,11,-12.15,0,0,0.66613940351,0.333069701755,0.30438175398,0.15219087699,2.0,84400.0,4.0,2.0,0.0,0.0,147.0,
RSC0089,41.0,26.0,35.0,21.0,29.0,-9.78,-20.87,11.64,-11.425333333333334,-21.633333333333336,9,6,8,6,-9.899999999999999,0,0,1.52299586208,0.304599172416,0.286702672782,0.0573405345564,163.0,4671513.0,112.0,93.0,0.0,0.0,154.0,
CCM0136,16.0,16.0,39.0,40.0,29.0,-7.85,-18.49,13.65,-13.103666666666665,-23.304,13,6,15,16,-15.305,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,63.0,147.0,
NCH0179,17.0,12.0,40.0,17.0,25.0,1.67,-9.55,6.72,-12.635666666666665,-24.255333333333336,16,7,14,11,-12.550000000000002,0,0,1.2983479652,0.259669593039,0.341355100343,0.0682710200686,5.0,142974.0,2.0,5.0,0.0,0.0,147.0,
NBH0256,41.0,43.0,14.0,21.0,22.0,-19.43,-29.12,15.31,-10.781999999999996,-21.083333333333332,9,7,9,6,-9.899999999999999,0,0,0.541611889686,0.270805944843,0.286702672782,0.143351336391,137.0,4265973.0,109.0,80.0,0.0,0.0,147.0,
ORG0339,50.0,28.0,46.0,47.0,20.0,-23.39,-40.21,23.81,-11.800333333333333,-23.233333333333334,17,8,14,11,-12.035000000000002,0,0,0.25107712084,0.25107712084,0.341355100343,0.341355100343,1.0,46915.0,0.0,1.0,0.0,0.0,147.0,
FRR0832,43.0,40.0,25.0,19.0,30.0,-14.02,-25.04,13.23,-12.825666666666663,-24.10133333333333,14,10,13,15,-15.359999999999998,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,56.0,147.0,
MSD0939,24.0,37.0,15.0,42.0,31.0,-19.99,-26.73,17.15,-14.231999999999996,-24.448,7,4,8,8,-16.0,0,0,0.586040578958,0.293020289479,0.341355100343,0.170677550172,3.0,113030.0,4.0,3.0,0.0,0.0,147.0,
OQH0183,34.0,38.0,18.0,33.0,23.0,-20.45,-30.1,17.46,-11.898333333333335,-23.570333333333334,17,8,15,11,-11.685,0,0,1.19680015619,0.299200039049,0.30438175398,0.0760954384951,4.0,112170.0,0.0,4.0,0.0,0.0,147.0,
BSH0445,38.0,22.0,30.0,15.0,21.0,-8.83,-19.06,10.1,-13.479999999999999,-25.567999999999998,11,6,9,9,-12.569999999999999,0,0,0.578394663011,0.289197331506,0.341355100343,0.170677550172,26.0,768405.0,15.0,21.0,67.0,58.0,147.0,
KSP0357,41.0,40.0,29.0,19.0,24.0,-13.86,-27.84,14.77,-15.185999999999996,-23.873,11,6,8,13,-15.425,0,0,0.577563050932,0.288781525466,0.341355100343,0.170677550172,55.0,1617457.0,16.0,40.0,52.0,0.0,147.0,
NGO0690,43.0,41.0,41.0,17.0,24.0,-10.76,-29.4,15.49,-8.606,-22.230000000000004,9,4,7,9,-7.970000000000001,0,0,1.88150265362,0.313583775603,0.341355100343,0.0568925167239,29.0,950777.0,22.0,23.0,49.0,49.0,147.0,
