user_id,Pred,Labels,Risk_DF_Value
AJR0932,1,1,0.028353294116343963,
UCH0519,1,-1,0.028335153569296556,
SAP0867,1,-1,0.02829200312732988,
ANM0123,1,-1,0.02819396415452441,
XHW0498,1,1,0.028029789821262197,
CSC0217,1,1,0.02799688303305009,
CQW0652,1,1,0.02788052327125362,
BLS0678,1,1,0.027681834303033337,
RKD0604,1,1,0.02742199864523226,
HWY0038,1,-1,0.027384045126671863,
LQC0479,1,1,0.027322401057199797,
SSR0278,1,-1,0.027291769767457674,
BIH0745,1,1,0.027039315273504727,
PPF0435,1,1,0.027020490254016483,
HJS0072,1,-1,0.026254798181940042,
BDV0168,1,1,0.026190626115604687,
FTM0406,1,1,0.025859676594726044,
JMB0308,1,1,0.02577504949732895,
LUR0896,1,-1,0.025685507895976734,
RAB0589,1,1,0.0254135098945531,
ALB0892,1,-1,0.024777794944784215,
FSC0601,1,1,0.02467060990732045,
FMG0527,1,1,0.024652613660555767,
TNM0961,1,1,0.024441126740487984,
IAT0263,1,-1,0.02434805249276989,
QCH0110,1,-1,0.024345202809482103,
SOB0360,1,-1,0.023825147686910075,
SNC0187,1,-1,0.023804868679887237,
OLB0749,1,-1,0.023208854666231404,
BMS0877,1,-1,0.0224391088874924,
MTT0901,1,-1,0.02175027099679444,
HFB0347,1,-1,0.021427831537806308,
FSB0399,1,-1,0.020401715424617828,
JRG0207,1,1,0.019880541147161923,
JGT0221,1,1,0.019615155840337517,
YWW0660,1,-1,0.0195566732058004,
FFC0891,1,-1,0.019273743932380183,
MDH0580,1,1,0.018642424839652116,
KLH0596,1,1,0.018589683386275813,
JTM0223,1,1,0.018573593773132557,
IUB0565,1,1,0.018092770671020386,
AHG0634,1,-1,0.017813071954247583,
RMW0542,1,1,0.01622569306890881,
HJB0742,1,1,0.016065643003399244,
ESR0693,1,-1,0.015587961414437246,
NRO0768,1,-1,0.014386546711538883,
LJR0523,1,1,0.01417864925908735,
SLT0907,1,-1,0.01346497955975029,
MBG0438,1,-1,0.013399990753856283,
DCH0843,1,1,0.01305466725523824,
AAM0658,1,1,0.012850709730147292,
BTL0226,1,1,0.01280510591006151,
DIB0285,1,1,0.012048888247418288,
IKR0401,1,1,0.011605635064018849,
AOK0844,1,-1,0.011540546818622988,
ICS0956,1,-1,0.011386971068560181,
WAB0143,1,-1,0.011239376153397929,
MCF0600,1,1,0.011097924466906994,
COF0120,1,-1,0.010968897236123876,
MAR0955,1,1,0.010877750018402799,
NWT0098,1,1,0.010816969744462723,
EHD0584,1,1,0.010325872341943765,
VFM0814,1,-1,0.010089796154881314,
TAP0551,1,1,0.010024201821746181,
LCC0819,1,1,0.009511296889165799,
MYD0978,1,1,0.00924520058238526,
TEM0093,1,-1,0.009009006798378738,
EAH0466,1,-1,0.008883860990580084,
ASB0796,1,-1,0.008362669795219213,
BVN0514,1,-1,0.00835734890134282,
GOK0238,1,-1,0.00809229667132666,
BBS0039,1,1,0.007934146105416262,
BCB0679,1,-1,0.007435208881229893,
