user_id, o, c, e, a, n, cpb-i, cpb-o, dis_ocean, dis_os, email_ratio, cnt_send, cnt_s_size, cnt_s_attach, cnt_s_days
CEL0561,40.0,39.0,36.0,19.0,40.0,-7.81,-20.47,584.450614077,448.0,168.0,5070212.0,97.0,129.0,
JFC0557,22.0,16.0,23.0,40.0,33.0,-12.69,-16.19,791.594836738,508.0,241.0,7380030.0,232.0,154.0,
ASD0577,40.0,48.0,36.0,14.0,37.0,-7.82,-23.79,262.849173736,218.0,30.0,819552.0,0.0,29.0,
MAR0955,36.0,44.0,23.0,44.0,25.0,-25.01,-37.41,196.026702982,152.0,26.0,767719.0,0.0,25.0,
GRM0868,21.0,25.0,20.0,13.0,28.0,-4.17,-10.82,901.252839569,630.0,215.0,6354866.0,0.0,124.0,
AAL0706,37.0,14.0,28.0,13.0,25.0,-5.93,-12.35,140.369190981,108.0,17.0,561035.0,8.0,17.0,
RVC0232,34.0,20.0,47.0,38.0,25.0,-11.99,-26.77,662.018268543,462.0,433.0,12984709.0,279.0,201.0,
TCD0009,44.0,28.0,44.0,38.0,23.0,-17.5,-33.37,842.527299243,514.0,35.0,952831.0,22.0,35.0,
ASM0575,42.0,25.0,21.0,45.0,30.0,-23.5,-28.37,165.919920803,136.0,35.0,1047721.0,50.0,32.0,
JLM0364,35.0,22.0,15.0,25.0,37.0,-12.14,-13.09,1026.46912795,668.0,515.0,15345960.0,164.0,232.0,
FOB0756,42.0,41.0,34.0,20.0,27.0,-12.78,-28.13,253.749880053,182.0,39.0,1245640.0,44.0,39.0,
GCG0951,33.0,33.0,25.0,19.0,44.0,-6.54,-12.88,232.113858668,184.0,40.0,1168230.0,27.0,35.0,
AAV0450,44.0,24.0,36.0,41.0,33.0,-17.75,-27.18,185.411589292,150.0,18.0,501713.0,17.0,17.0,
CJV0286,18.0,14.0,17.0,13.0,26.0,-2.74,-5.81,447.116902953,262.0,92.0,2951212.0,92.0,74.0,
TDG0962,42.0,40.0,36.0,26.0,21.0,-16.14,-33.21,205.524817969,212.0,33.0,1006526.0,37.0,31.0,
SVL0803,27.0,35.0,20.0,36.0,32.0,-16.5,-24.27,667.959338787,506.0,176.0,5333838.0,63.0,140.0,
MDM0625,18.0,42.0,36.0,27.0,24.0,-8.97,-27.09,1407.95756998,978.0,248.0,7435250.0,71.0,142.0,
GMF0738,30.0,40.0,45.0,20.0,18.0,-8.43,-30.24,1034.89366343,724.0,560.0,17307601.0,0.0,227.0,
BER0314,23.0,20.0,18.0,19.0,32.0,-6.09,-9.46,1095.33455306,702.0,298.0,8943020.0,56.0,172.0,
AMR0400,19.0,16.0,47.0,28.0,28.0,-1.83,-15.75,757.125798657,466.0,215.0,6224427.0,0.0,157.0,
YCE0983,39.0,21.0,42.0,30.0,36.0,-8.82,-19.41,542.987341434,378.0,251.0,7762771.0,299.0,158.0,
BJW0619,30.0,43.0,47.0,21.0,39.0,-3.8,-22.34,1242.49324215,762.0,191.0,5718819.0,69.0,123.0,
TYB0779,24.0,20.0,35.0,36.0,34.0,-8.97,-17.78,477.276458084,354.0,35.0,991636.0,45.0,35.0,
KBL0260,16.0,15.0,48.0,16.0,32.0,5.6,-7.88,594.206643225,344.0,129.0,3843441.0,0.0,92.0,
HCL0651,21.0,19.0,44.0,36.0,33.0,-5.9,-18.14,435.646300426,304.0,72.0,2224255.0,80.0,67.0,
SCP0130,42.0,18.0,35.0,32.0,24.0,-14.73,-24.46,200.623101134,166.0,54.0,1631868.0,64.0,49.0,
CMW0783,21.0,35.0,14.0,16.0,26.0,-9.04,-16.67,341.705854912,242.0,22.0,731782.0,0.0,20.0,
RKF0164,40.0,42.0,17.0,18.0,42.0,-12.13,-18.16,572.942180472,340.0,582.0,17428101.0,491.0,233.0,
DOL0332,32.0,40.0,41.0,18.0,24.0,-7.73,-26.62,293.569017877,302.0,86.0,2591109.0,91.0,77.0,
RSC0089,41.0,26.0,35.0,21.0,29.0,-9.78,-20.87,538.460413971,428.0,182.0,5255879.0,128.0,112.0,
CCM0136,16.0,16.0,39.0,40.0,29.0,-7.85,-18.49,186.677927976,134.0,25.0,785187.0,21.0,25.0,
NCH0179,17.0,12.0,40.0,17.0,25.0,1.67,-9.55,1164.50499399,670.0,232.0,6949943.0,221.0,161.0,
NBH0256,41.0,43.0,14.0,21.0,22.0,-19.43,-29.12,752.593340803,560.0,168.0,5235118.0,140.0,109.0,
ORG0339,50.0,28.0,46.0,47.0,20.0,-23.39,-40.21,587.557108026,294.0,92.0,2631316.0,50.0,76.0,
FRR0832,43.0,40.0,25.0,19.0,30.0,-14.02,-25.04,258.560205408,226.0,50.0,1496799.0,68.0,46.0,
