user_id, o, c, e, a, n, cpb-i, cpb-o, dis_ocean, avg_dis_ocean, dis_os, avg_dis_os,cnt_send, cnt_s_size, cnt_s_attach, cnt_s_days
CEL0561,40.0,39.0,36.0,19.0,40.0,-7.81,-20.47,2.64708162018,0.29412018002,0.30438175398,0.0338201948867,29.0,888648.0,28.0,24.0,
JFC0557,22.0,16.0,23.0,40.0,33.0,-12.69,-16.19,2.59835867109,0.28870651901,0.30438175398,0.0338201948867,30.0,938986.0,32.0,25.0,
ASD0577,40.0,48.0,36.0,14.0,37.0,-7.82,-23.79,0.812897268592,0.270965756197,0.30438175398,0.10146058466,3.0,93884.0,0.0,3.0,
MAR0955,36.0,44.0,23.0,44.0,25.0,-25.01,-37.41,0.271330681162,0.271330681162,0.286702672782,0.286702672782,2.0,54980.0,0.0,2.0,
GRM0868,21.0,25.0,20.0,13.0,28.0,-4.17,-10.82,2.70873224775,0.300970249751,0.341355100343,0.0379283444826,187.0,5507747.0,0.0,101.0,
AAL0706,37.0,14.0,28.0,13.0,25.0,-5.93,-12.35,0.857521361963,0.285840453988,0.286702672782,0.0955675575939,7.0,206833.0,3.0,7.0,
RVC0232,34.0,20.0,47.0,38.0,25.0,-11.99,-26.77,2.31923206598,0.289904008247,0.341355100343,0.0426693875429,9.0,274683.0,7.0,9.0,
TCD0009,44.0,28.0,44.0,38.0,23.0,-17.5,-33.37,3.80219458753,0.292476506733,0.341355100343,0.0262580846418,15.0,400423.0,4.0,15.0,
ASM0575,42.0,25.0,21.0,45.0,30.0,-23.5,-28.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
JLM0364,35.0,22.0,15.0,25.0,37.0,-12.14,-13.09,2.89575941908,0.289575941908,0.291982910479,0.0291982910479,63.0,1895352.0,27.0,47.0,
FOB0756,42.0,41.0,34.0,20.0,27.0,-12.78,-28.13,1.48639642231,0.297279284461,0.286702672782,0.0573405345564,32.0,1029980.0,39.0,32.0,
GCG0951,33.0,33.0,25.0,19.0,44.0,-6.54,-12.88,0.858873729951,0.286291243317,0.341355100343,0.113785033448,10.0,292883.0,9.0,10.0,
AAV0450,44.0,24.0,36.0,41.0,33.0,-17.75,-27.18,0.872414055403,0.290804685134,0.341355100343,0.113785033448,5.0,128810.0,6.0,5.0,
CJV0286,18.0,14.0,17.0,13.0,26.0,-2.74,-5.81,1.50403143156,0.300806286312,0.286702672782,0.0573405345564,44.0,1381433.0,46.0,42.0,
TDG0962,42.0,40.0,36.0,26.0,21.0,-16.14,-33.21,0.907256004788,0.302418668263,0.286702672782,0.0955675575939,6.0,183435.0,10.0,6.0,
SVL0803,27.0,35.0,20.0,36.0,32.0,-16.5,-24.27,2.39056757669,0.298820947086,0.30438175398,0.0380477192476,9.0,304925.0,2.0,8.0,
MDM0625,18.0,42.0,36.0,27.0,24.0,-8.97,-27.09,5.85369092207,0.292684546103,0.341355100343,0.0170677550172,210.0,6298100.0,67.0,109.0,
GMF0738,30.0,40.0,45.0,20.0,18.0,-8.43,-30.24,5.04886816467,0.296992244981,0.341355100343,0.0200797117849,229.0,7094174.0,0.0,115.0,
BER0314,23.0,20.0,18.0,19.0,32.0,-6.09,-9.46,2.9837349927,0.29837349927,0.30438175398,0.030438175398,146.0,4366938.0,27.0,95.0,
AMR0400,19.0,16.0,47.0,28.0,28.0,-1.83,-15.75,2.14236293464,0.306051847806,0.341355100343,0.0487650143347,8.0,241491.0,0.0,8.0,
YCE0983,39.0,21.0,42.0,30.0,36.0,-8.82,-19.41,2.05021725421,0.292888179173,0.341355100343,0.0487650143347,7.0,202073.0,11.0,7.0,
BJW0619,30.0,43.0,47.0,21.0,39.0,-3.8,-22.34,3.90556717337,0.278969083812,0.341355100343,0.0243825071674,155.0,4568372.0,56.0,94.0,
TYB0779,24.0,20.0,35.0,36.0,34.0,-8.97,-17.78,1.17377561985,0.293443904962,0.286702672782,0.0716756681955,21.0,634488.0,28.0,21.0,
MAS0025,23.0,14.0,20.0,21.0,23.0,-7.65,-12.11,2.5231621666,0.280351351844,0.341355100343,0.0379283444826,9.0,246243.0,0.0,8.0,
KBL0260,16.0,15.0,48.0,16.0,32.0,5.6,-7.88,0.624353169561,0.312176584781,0.286702672782,0.143351336391,111.0,3291725.0,0.0,74.0,
GHL0460,21.0,37.0,24.0,17.0,35.0,-5.13,-14.93,0.919073379146,0.306357793049,0.341355100343,0.113785033448,4.0,124972.0,9.0,4.0,
FMG0527,43.0,38.0,35.0,38.0,28.0,-19.85,-34.09,2.35524342865,0.294405428581,0.291982910479,0.0364978638099,68.0,1996400.0,70.0,54.0,
HCL0651,21.0,19.0,44.0,36.0,33.0,-5.9,-18.14,1.12553494072,0.281383735179,0.341355100343,0.0853387750858,25.0,776208.0,24.0,23.0,
SCP0130,42.0,18.0,35.0,32.0,24.0,-14.73,-24.46,1.15114283491,0.287785708728,0.286702672782,0.0716756681955,51.0,1556177.0,57.0,46.0,
CMW0783,21.0,35.0,14.0,16.0,26.0,-9.04,-16.67,1.46714294871,0.293428589742,0.286702672782,0.0573405345564,14.0,430008.0,0.0,12.0,
RKF0164,40.0,42.0,17.0,18.0,42.0,-12.13,-18.16,1.11025593239,0.277563983098,0.341355100343,0.0853387750858,4.0,134479.0,3.0,4.0,
DOL0332,32.0,40.0,41.0,18.0,24.0,-7.73,-26.62,1.63477424834,0.326954849669,0.341355100343,0.0682710200686,5.0,162464.0,6.0,5.0,
RSC0089,41.0,26.0,35.0,21.0,29.0,-9.78,-20.87,2.51319814641,0.314149768301,0.341355100343,0.0426693875429,166.0,4780411.0,115.0,96.0,
CCM0136,16.0,16.0,39.0,40.0,29.0,-7.85,-18.49,0.783108716716,0.261036238905,0.286702672782,0.0955675575939,23.0,730088.0,20.0,23.0,
NCH0179,17.0,12.0,40.0,17.0,25.0,1.67,-9.55,2.45142222709,0.272380247454,0.341355100343,0.0379283444826,9.0,289868.0,9.0,9.0,
NBH0256,41.0,43.0,14.0,21.0,22.0,-19.43,-29.12,2.78655561737,0.309617290819,0.341355100343,0.0379283444826,145.0,4483828.0,117.0,88.0,
ORG0339,50.0,28.0,46.0,47.0,20.0,-23.39,-40.21,1.0540151052,0.2635037763,0.341355100343,0.0853387750858,5.0,148322.0,3.0,4.0,
FRR0832,43.0,40.0,25.0,19.0,30.0,-14.02,-25.04,0.575376584459,0.287688292229,0.341355100343,0.170677550172,8.0,262199.0,9.0,8.0,
MSD0939,24.0,37.0,15.0,42.0,31.0,-19.99,-26.73,3.24357816292,0.294870742083,0.341355100343,0.0310322818494,145.0,4500428.0,41.0,101.0,
OQH0183,34.0,38.0,18.0,33.0,23.0,-20.45,-30.1,1.76018593578,0.293364322629,0.341355100343,0.0568925167239,6.0,194343.0,0.0,6.0,
BSH0445,38.0,22.0,30.0,15.0,21.0,-8.83,-19.06,1.15578842819,0.288947107049,0.341355100343,0.0853387750858,29.0,863879.0,15.0,24.0,
KSP0357,41.0,40.0,29.0,19.0,24.0,-13.86,-27.84,2.35119831992,0.29389978999,0.341355100343,0.0426693875429,64.0,1846306.0,27.0,48.0,
NGO0690,43.0,41.0,41.0,17.0,24.0,-10.76,-29.4,4.09659765322,0.292614118087,0.30438175398,0.0217415538557,135.0,4220680.0,77.0,94.0,
VCC0396,21.0,45.0,16.0,37.0,23.0,-19.89,-31.33,2.70640332245,0.300711480273,0.30438175398,0.0338201948867,10.0,295145.0,9.0,9.0,
WDD0366,43.0,42.0,17.0,19.0,28.0,-16.82,-25.9,2.59925626581,0.288806251757,0.341355100343,0.0379283444826,39.0,1252451.0,33.0,33.0,
KPP0452,44.0,46.0,44.0,16.0,19.0,-11.88,-34.15,0.558950199866,0.279475099933,0.286702672782,0.143351336391,3.0,75370.0,3.0,3.0,
RTO0313,44.0,45.0,25.0,17.0,27.0,-14.98,-28.08,3.94016549975,0.303089653827,0.341355100343,0.0262580846418,146.0,4412452.0,135.0,97.0,
ABM0845,45.0,21.0,35.0,50.0,29.0,-22.65,-31.56,0.623894484666,0.311947242333,0.30438175398,0.15219087699,7.0,229751.0,14.0,7.0,
VIA0063,40.0,34.0,19.0,50.0,33.0,-26.27,-32.23,3.62492643372,0.30207720281,0.341355100343,0.0284462583619,107.0,3246156.0,37.0,76.0,
CCW0031,33.0,47.0,30.0,39.0,33.0,-18.77,-33.01,3.20404961443,0.291277237676,0.341355100343,0.0310322818494,11.0,276909.0,4.0,11.0,
IYB0918,17.0,21.0,42.0,14.0,30.0,3.22,-10.17,1.73167516439,0.288612527398,0.341355100343,0.0568925167239,7.0,210442.0,1.0,7.0,
ORM0669,44.0,39.0,28.0,39.0,36.0,-20.57,-30.59,2.15553427329,0.307933467613,0.286702672782,0.0409575246831,116.0,3473568.0,100.0,83.0,
MJB0588,39.0,24.0,15.0,47.0,38.0,-22.88,-23.52,0.923076995863,0.307692331954,0.291982910479,0.0973276368263,4.0,101035.0,3.0,4.0,
ALB0892,25.0,19.0,44.0,22.0,30.0,-1.8,-14.81,2.57611853909,0.286235393232,0.341355100343,0.0379283444826,74.0,2219972.0,21.0,60.0,
LIM0674,18.0,13.0,35.0,49.0,20.0,-15.0,-25.11,1.81676523982,0.259537891403,0.341355100343,0.0487650143347,95.0,2926648.0,77.0,76.0,
LHN0151,13.0,15.0,19.0,32.0,26.0,-9.07,-13.03,1.17605630186,0.294014075465,0.341355100343,0.0853387750858,4.0,130411.0,7.0,4.0,
WTR0563,47.0,45.0,46.0,15.0,31.0,-8.81,-28.65,2.76924384538,0.276924384538,0.341355100343,0.0341355100343,26.0,852782.0,0.0,23.0,
MKS0204,21.0,30.0,21.0,16.0,31.0,-5.29,-12.96,3.27307848614,0.297552589649,0.341355100343,0.0310322818494,14.0,384002.0,0.0,12.0,
AAW0353,49.0,45.0,19.0,25.0,34.0,-19.74,-28.6,1.76642318458,0.294403864096,0.341355100343,0.0568925167239,9.0,222816.0,0.0,9.0,
WJD0576,40.0,20.0,23.0,38.0,26.0,-19.55,-24.92,0.358117938876,0.358117938876,0.286702672782,0.286702672782,2.0,78273.0,0.0,2.0,
ILH0958,28.0,17.0,20.0,19.0,24.0,-8.53,-13.39,0.570588564338,0.285294282169,0.286702672782,0.143351336391,7.0,224916.0,3.0,7.0,
TLK0993,41.0,36.0,40.0,35.0,22.0,-17.83,-34.9,1.73950175535,0.289916959225,0.286702672782,0.047783778797,206.0,6172098.0,0.0,123.0,
WAB0143,43.0,43.0,24.0,22.0,33.0,-15.32,-26.06,2.34726981457,0.293408726821,0.341355100343,0.0426693875429,8.0,256678.0,0.0,8.0,
RAG0275,23.0,38.0,35.0,41.0,32.0,-14.18,-28.44,1.99586145424,0.285123064891,0.341355100343,0.0487650143347,8.0,261174.0,7.0,8.0,
LQC0479,27.0,38.0,34.0,17.0,36.0,-4.35,-17.6,4.71734816296,0.294834260185,0.341355100343,0.0213346937714,60.0,1763655.0,0.0,51.0,
KWC0004,23.0,38.0,39.0,20.0,27.0,-5.35,-22.66,4.41620692223,0.294413794815,0.30438175398,0.020292116932,20.0,580758.0,2.0,19.0,
CJK0200,40.0,29.0,24.0,38.0,31.0,-19.54,-26.65,2.43609448723,0.304511810904,0.341355100343,0.0426693875429,8.0,201802.0,0.0,8.0,
FEB0306,40.0,42.0,26.0,25.0,31.0,-15.53,-27.28,1.43327081816,0.358317704541,0.286702672782,0.0716756681955,21.0,631216.0,17.0,21.0,
IJM0776,41.0,35.0,19.0,41.0,32.0,-23.1,-29.7,0.612969991154,0.306484995577,0.30438175398,0.15219087699,2.0,67351.0,1.0,2.0,
NKH0807,45.0,44.0,40.0,22.0,20.0,-15.2,-35.03,2.87828952238,0.319809946931,0.341355100343,0.0379283444826,155.0,4822638.0,83.0,103.0,
JMC0925,33.0,10.0,23.0,19.0,31.0,-6.48,-8.63,2.77814004729,0.277814004729,0.341355100343,0.0341355100343,11.0,363995.0,11.0,11.0,
SBH0537,34.0,21.0,14.0,13.0,33.0,-7.73,-9.24,3.74719139654,0.288245492042,0.30438175398,0.0234139810754,32.0,947517.0,25.0,27.0,
JJB0700,15.0,19.0,39.0,37.0,28.0,-6.98,-18.8,0.810849306307,0.270283102102,0.286702672782,0.0955675575939,7.0,201141.0,16.0,7.0,
AIS0405,40.0,45.0,14.0,37.0,35.0,-23.21,-30.2,2.05753523647,0.342922539411,0.341355100343,0.0568925167239,6.0,174750.0,2.0,6.0,
HAH0760,34.0,17.0,22.0,37.0,30.0,-16.13,-19.69,1.80181410897,0.300302351494,0.341355100343,0.0568925167239,23.0,678286.0,23.0,22.0,
AHD0848,24.0,30.0,49.0,16.0,30.0,0.57,-17.54,0.257882947048,0.257882947048,0.286702672782,0.286702672782,4.0,83477.0,13.0,4.0,
LDM0587,49.0,20.0,23.0,21.0,26.0,-14.94,-20.2,0.591445305827,0.295722652914,0.341355100343,0.170677550172,2.0,56081.0,0.0,2.0,
AJN0607,45.0,42.0,16.0,47.0,23.0,-30.91,-40.11,4.78480499684,0.281459117461,0.341355100343,0.0200797117849,150.0,4469340.0,146.0,93.0,
EIS0041,41.0,44.0,17.0,48.0,30.0,-28.53,-37.23,3.21040113868,0.291854648971,0.286702672782,0.0260638793438,304.0,8792892.0,244.0,124.0,
MLG0475,45.0,16.0,18.0,19.0,25.0,-13.73,-16.49,0.555305728348,0.277652864174,0.286702672782,0.143351336391,4.0,161060.0,1.0,4.0,
EPW0434,32.0,36.0,38.0,22.0,33.0,-7.4,-21.91,0.614493189087,0.307246594543,0.341355100343,0.170677550172,13.0,435295.0,9.0,11.0,
JAM0382,25.0,23.0,41.0,17.0,23.0,-2.72,-17.45,2.28091012517,0.285113765646,0.341355100343,0.0426693875429,9.0,258149.0,2.0,9.0,
NCK0295,31.0,30.0,38.0,36.0,34.0,-11.92,-24.29,1.18890929127,0.297227322817,0.286702672782,0.0716756681955,17.0,479983.0,0.0,17.0,
LJT0817,39.0,43.0,38.0,39.0,24.0,-20.09,-37.94,2.5607317907,0.284525754522,0.30438175398,0.0338201948867,149.0,4494228.0,167.0,97.0,
CAM0102,31.0,44.0,19.0,15.0,27.0,-11.56,-22.85,0.829849168398,0.276616389466,0.291982910479,0.0973276368263,3.0,69674.0,0.0,3.0,
SOG0411,26.0,19.0,21.0,24.0,23.0,-10.39,-16.41,3.26510895706,0.296828087005,0.341355100343,0.0310322818494,77.0,2290926.0,62.0,61.0,
KSH0569,15.0,39.0,23.0,14.0,22.0,-5.73,-19.07,1.67484385894,0.279140643156,0.30438175398,0.0507302923301,23.0,685182.0,36.0,19.0,
BDI0533,37.0,36.0,15.0,41.0,19.0,-26.18,-34.77,2.05239413086,0.293199161551,0.341355100343,0.0487650143347,73.0,2217395.0,72.0,58.0,
PMJ0564,30.0,21.0,40.0,14.0,39.0,0.98,-8.95,2.18311951715,0.272889939644,0.341355100343,0.0426693875429,38.0,1265095.0,41.0,29.0,
HGG0240,20.0,26.0,24.0,36.0,31.0,-12.2,-19.51,2.97870568527,0.297870568527,0.341355100343,0.0341355100343,101.0,2981918.0,81.0,68.0,
MGS0974,17.0,39.0,39.0,40.0,27.0,-12.31,-29.8,1.49747476566,0.299494953133,0.341355100343,0.0682710200686,6.0,190129.0,4.0,6.0,
DHM0937,43.0,22.0,21.0,15.0,24.0,-11.86,-17.82,1.7280792619,0.288013210317,0.341355100343,0.0568925167239,94.0,2968013.0,45.0,73.0,
ENC0234,21.0,23.0,32.0,19.0,23.0,-4.63,-16.19,3.01533126725,0.301533126725,0.341355100343,0.0341355100343,13.0,484989.0,1.0,13.0,
CEB0210,42.0,24.0,44.0,23.0,34.0,-7.17,-19.79,3.57462320301,0.297885266918,0.341355100343,0.0284462583619,13.0,409545.0,5.0,12.0,
YJV0699,17.0,25.0,30.0,13.0,31.0,0.25,-9.61,0.324488283833,0.324488283833,0.286702672782,0.286702672782,1.0,24428.0,0.0,1.0,
BMT0528,33.0,25.0,39.0,25.0,30.0,-7.7,-20.08,2.1437059154,0.3062437022,0.286702672782,0.0409575246831,59.0,1901275.0,68.0,52.0,
CJC0494,40.0,39.0,39.0,42.0,42.0,-16.47,-29.32,5.01822229859,0.295189546976,0.341355100343,0.0200797117849,97.0,2934832.0,60.0,72.0,
SOB0360,42.0,22.0,40.0,16.0,32.0,-5.32,-16.5,2.61702660664,0.290780734071,0.341355100343,0.0379283444826,51.0,1539695.0,0.0,40.0,
GCS0571,22.0,18.0,16.0,23.0,32.0,-7.69,-9.73,0.632229075973,0.316114537987,0.341355100343,0.170677550172,2.0,52893.0,0.0,2.0,
BJP0134,42.0,17.0,44.0,21.0,39.0,-3.99,-13.54,1.09711112199,0.274277780498,0.286702672782,0.0716756681955,13.0,358079.0,9.0,13.0,
KBP0008,23.0,18.0,40.0,11.0,34.0,3.65,-7.0,3.04689274946,0.276990249951,0.341355100343,0.0310322818494,12.0,394904.0,7.0,11.0,
FLM0213,20.0,41.0,46.0,15.0,24.0,-1.75,-23.43,2.24668797053,0.280835996316,0.341355100343,0.0426693875429,9.0,264929.0,4.0,9.0,
RRP0568,43.0,50.0,38.0,18.0,33.0,-11.22,-29.18,1.70737259349,0.284562098915,0.341355100343,0.0568925167239,22.0,737700.0,29.0,18.0,
MCF0600,39.0,49.0,13.0,26.0,27.0,-20.99,-30.84,0.55866310633,0.279331553165,0.341355100343,0.170677550172,2.0,44176.0,0.0,2.0,
SAA0999,20.0,17.0,34.0,11.0,36.0,3.69,-4.15,2.78631127457,0.278631127457,0.341355100343,0.0341355100343,153.0,4479797.0,177.0,94.0,
THR0873,37.0,44.0,21.0,40.0,38.0,-20.97,-29.67,4.33887395796,0.309919568426,0.341355100343,0.0243825071674,187.0,5480926.0,176.0,111.0,
KRM0541,40.0,20.0,38.0,36.0,23.0,-15.66,-27.31,2.36994643069,0.296243303836,0.341355100343,0.0426693875429,146.0,4411203.0,31.0,91.0,
KSP0966,42.0,36.0,19.0,24.0,35.0,-15.53,-22.01,0.266588269384,0.266588269384,0.286702672782,0.286702672782,6.0,183266.0,0.0,6.0,
LOF0311,41.0,15.0,36.0,10.0,32.0,-2.32,-10.23,4.04068015336,0.288620010954,0.341355100343,0.0243825071674,173.0,5026074.0,108.0,111.0,
MBR0724,33.0,44.0,18.0,35.0,31.0,-20.05,-29.55,0.316437261714,0.316437261714,0.286702672782,0.286702672782,10.0,273141.0,0.0,10.0,
FSC0601,37.0,30.0,37.0,15.0,30.0,-5.9,-18.94,3.67028250592,0.305856875493,0.341355100343,0.0284462583619,133.0,3939083.0,33.0,86.0,
