user_id,O_Score,C_Score,E_Score,A_Score,N_Score,CPB-I,CPB-O,JS_Score,Team_CPB-I-mean,Team_CPB-O-mean,Users-less-mean-A,Users-less-mean-A and C,Users-less-mean-C,Users-High-mean-N,Team_CPB-I-median,Team_CPB-O-median,leader-CPB-I,leader-CPB-O,dis_ocean,dis_os,cnt_send,cnt_send_size,cnt_send_attach,cnt_send_days,cnt_email_days,cnt_late_days,cnt_early_days,month_work_days,
CEL0561,40.0,39.0,36.0,19.0,40.0,-7.81,-20.47,11.35,-8.663333333333332,-19.153333333333336,10,5,8,13,-5.51,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,20.0,
CRD0624,26.0,22.0,17.0,39.0,32.0,-16.16,-19.17,13.01,-12.950999999999999,-23.954666666666665,15,8,14,12,-15.33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,20.0,
JFC0557,22.0,16.0,23.0,40.0,33.0,-12.69,-16.19,11.93,-8.338,-19.438666666666663,11,5,7,13,-7.829999999999998,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,20.0,
ASD0577,40.0,48.0,36.0,14.0,37.0,-7.82,-23.79,12.47,-16.380666666666666,-23.899,10,5,16,18,-18.814999999999998,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,20.0,
MAR0955,36.0,44.0,23.0,44.0,25.0,-25.01,-37.41,22.29,-11.093666666666667,-20.320999999999998,21,15,21,11,-10.825,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,
GRM0868,21.0,25.0,20.0,13.0,28.0,-4.17,-10.82,6.37,-11.758000000000003,-21.769666666666666,15,9,13,15,-13.775000000000002,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,
AAL0706,37.0,14.0,28.0,13.0,25.0,-5.93,-12.35,6.56,-10.249666666666668,-20.385666666666665,19,10,16,18,-9.010000000000002,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,
RVC0232,34.0,20.0,47.0,38.0,25.0,-11.99,-26.77,16.91,-13.053999999999998,-23.732666666666667,9,5,6,7,-12.690000000000001,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,20.0,
TCD0009,44.0,28.0,44.0,38.0,23.0,-17.5,-33.37,19.69,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,
ASM0575,42.0,25.0,21.0,45.0,30.0,-23.5,-28.37,17.59,-15.858,-23.746333333333332,11,5,15,18,-19.28,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,20.0,
DAR0885,43.0,43.0,44.0,41.0,25.0,-20.41,-40.01,23.38,-10.879000000000001,-20.922666666666665,17,11,20,13,-9.105,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,
JLM0364,35.0,22.0,15.0,25.0,37.0,-12.14,-13.09,8.08,-15.272,-24.610500000000002,11,5,7,12,-14.610000000000001,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,20.0,
