01/01/2011 00:15:05,IBS0836,PC-6382,Logon,
01/01/2011 03:34:12,NAH0503,PC-8267,Logon,
01/01/2011 05:11:11,NAH0503,PC-8267,Logoff,
01/01/2011 06:52:00,NGF0157,PC-6056,Logon,
01/01/2011 07:01:00,NOB0181,PC-3446,Logon,
01/01/2011 07:02:00,AJD0074,PC-3135,Logon,
01/01/2011 07:08:00,AHC0142,PC-8893,Logon,
01/01/2011 07:15:00,CTR0341,PC-6184,Logon,
01/01/2011 07:16:00,IRM0931,PC-7188,Logon,
01/01/2011 07:17:00,MOH0273,PC-6699,Logon,
01/01/2011 07:18:00,MLM0950,PC-9787,Logon,
01/01/2011 07:34:00,TDS0984,PC-7088,Logon,
01/01/2011 07:36:56,IBS0836,PC-6382,Logoff,
01/01/2011 07:37:00,ATE0869,PC-1313,Logon,
01/01/2011 07:45:00,DRR0242,PC-5002,Logon,
01/01/2011 07:45:00,HVB0037,PC-7979,Logon,
01/01/2011 07:46:00,FBW0747,PC-2349,Logon,
01/01/2011 07:51:00,NWK0215,PC-8370,Logon,
01/01/2011 07:52:00,HAD0246,PC-0926,Logon,
01/01/2011 07:53:00,JKF0465,PC-6797,Logon,
01/01/2011 08:00:00,GCL0016,PC-9408,Logon,
01/01/2011 08:01:00,AMW0392,PC-6163,Logon,
01/01/2011 08:03:00,BBS0422,PC-4551,Logon,
01/01/2011 08:03:00,CSH0626,PC-6016,Logon,
01/01/2011 08:04:00,RZC0746,PC-7500,Logon,
01/01/2011 08:07:00,ESJ0670,PC-2321,Logon,
01/01/2011 08:09:00,HRB0351,PC-0697,Logon,
01/01/2011 08:10:00,IKP0472,PC-3842,Logon,
01/01/2011 08:13:00,GZC0735,PC-8219,Logon,
01/01/2011 08:20:00,IEB0153,PC-4040,Logon,
01/01/2011 08:23:00,OBH0499,PC-7989,Logon,
01/01/2011 08:25:00,IBS0836,PC-6382,Logon,
01/01/2011 08:27:00,JDF0593,PC-6301,Logon,
01/01/2011 08:30:00,AOK0844,PC-4659,Logon,
01/01/2011 08:35:00,JHP0583,PC-9083,Logon,
01/01/2011 08:37:00,JAJ0849,PC-9819,Logon,
01/01/2011 08:46:00,SMH0291,PC-3571,Logon,
01/01/2011 08:50:00,IIL0513,PC-8067,Logon,
01/01/2011 08:55:00,IAR0694,PC-2804,Logon,
01/01/2011 08:59:00,ILJ0526,PC-7275,Logon,
01/01/2011 09:00:00,HLH0512,PC-2288,Logon,
01/01/2011 09:00:00,WIQ0567,PC-6113,Logon,
01/01/2011 09:08:00,CJM0521,PC-6249,Logon,
01/01/2011 09:09:00,QJR0688,PC-4835,Logon,
01/01/2011 09:13:00,BVC0790,PC-0008,Logon,
01/01/2011 09:23:32,IAR0694,PC-4124,Logon,
01/01/2011 10:01:22,IAR0694,PC-4124,Logoff,
01/01/2011 10:02:11,ILJ0526,PC-4124,Logon,
01/01/2011 10:10:42,ILJ0526,PC-4124,Logoff,
01/01/2011 10:11:27,SMH0291,PC-4124,Logon,
01/01/2011 10:27:54,IKP0472,PC-3842,Logon,
01/01/2011 10:42:53,IRM0931,PC-7188,Logon,
01/01/2011 10:57:19,NGF0157,PC-6056,Logon,
01/01/2011 10:59:31,SMH0291,PC-4124,Logoff,
01/01/2011 11:02:36,TDS0984,PC-7088,Logon,
01/01/2011 11:36:32,GZC0735,PC-8219,Logon,
01/01/2011 11:37:22,ILJ0526,PC-7107,Logon,
01/01/2011 11:55:53,ILJ0526,PC-7107,Logoff,
01/01/2011 12:11:05,AJD0074,PC-3135,Logon,
01/01/2011 12:18:46,RZC0746,PC-7500,Logon,
01/01/2011 12:21:13,MLM0950,PC-9787,Logon,
01/01/2011 12:34:07,AMW0392,PC-6163,Logon,
01/01/2011 12:50:06,CTR0341,PC-6184,Logon,
01/01/2011 12:52:16,JAJ0849,PC-9819,Logon,
01/01/2011 12:53:31,AHC0142,PC-8893,Logon,
01/01/2011 13:02:47,GCL0016,PC-9408,Logon,
01/01/2011 13:09:21,NWK0215,PC-8370,Logon,
01/01/2011 13:20:45,WIQ0567,PC-6113,Logon,
01/01/2011 13:23:47,HRB0351,PC-0697,Logon,
01/01/2011 13:28:05,IBS0836,PC-6382,Logon,
01/01/2011 13:34:05,CSH0626,PC-6016,Logon,
01/01/2011 13:34:06,HAD0246,PC-0926,Logon,
01/01/2011 13:35:02,AOK0844,PC-4659,Logon,
01/01/2011 13:44:41,JHP0583,PC-9083,Logon,
01/01/2011 13:53:27,JDF0593,PC-6301,Logon,
01/01/2011 15:20:01,OBH0499,PC-4124,Logon,
01/01/2011 15:42:00,HVB0037,PC-7979,Logoff,
01/01/2011 15:43:00,NWK0215,PC-8370,Logoff,
01/01/2011 15:43:32,OBH0499,PC-4124,Logoff,
01/01/2011 15:54:00,ESJ0670,PC-2321,Logoff,
01/01/2011 16:10:00,AJD0074,PC-3135,Logoff,
01/01/2011 16:11:00,MLM0950,PC-9787,Logoff,
01/01/2011 16:15:00,IRM0931,PC-7188,Logoff,
01/01/2011 16:56:00,CJM0521,PC-6249,Logoff,
01/01/2011 16:59:00,FBW0747,PC-2349,Logoff,
01/01/2011 16:59:00,HLH0512,PC-2288,Logoff,
01/01/2011 17:00:00,CSH0626,PC-6016,Logoff,
01/01/2011 17:00:00,ILJ0526,PC-7275,Logoff,
01/01/2011 17:00:00,RZC0746,PC-7500,Logoff,
01/01/2011 17:01:00,HAD0246,PC-0926,Logoff,
01/01/2011 17:01:00,NGF0157,PC-6056,Logoff,
01/01/2011 17:06:23,NOB0181,PC-4124,Logon,
01/01/2011 17:08:00,IIL0513,PC-8067,Logoff,
01/01/2011 17:12:00,GZC0735,PC-8219,Logoff,
01/01/2011 17:15:00,MOH0273,PC-6699,Logoff,
01/01/2011 17:20:00,AHC0142,PC-8893,Logoff,
01/01/2011 17:20:00,OBH0499,PC-7989,Logoff,
01/01/2011 17:50:00,ATE0869,PC-1313,Logoff,
01/01/2011 17:50:00,IKP0472,PC-3842,Logoff,
01/01/2011 17:54:00,HRB0351,PC-0697,Logoff,
01/01/2011 17:56:38,NOB0181,PC-4124,Logoff,
01/01/2011 17:58:00,BBS0422,PC-4551,Logoff,
01/01/2011 17:58:00,WIQ0567,PC-6113,Logoff,
01/01/2011 17:59:00,TDS0984,PC-7088,Logoff,
01/01/2011 18:01:00,DRR0242,PC-5002,Logoff,
01/01/2011 18:07:00,SMH0291,PC-3571,Logoff,
01/01/2011 18:08:00,GCL0016,PC-9408,Logoff,
01/01/2011 18:09:00,JKF0465,PC-6797,Logoff,
01/01/2011 18:15:00,CTR0341,PC-6184,Logoff,
01/01/2011 18:22:00,NOB0181,PC-3446,Logoff,
01/01/2011 18:26:00,JHP0583,PC-9083,Logoff,
01/01/2011 18:28:00,BVC0790,PC-0008,Logoff,
01/01/2011 18:31:00,JDF0593,PC-6301,Logoff,
01/01/2011 18:34:00,IEB0153,PC-4040,Logoff,
01/01/2011 18:58:00,QJR0688,PC-4835,Logoff,
01/01/2011 18:59:00,AMW0392,PC-6163,Logoff,
01/01/2011 19:00:00,IAR0694,PC-2804,Logoff,
