LCE Feats for NAB0903
2010-02-08,DAR0885,4.0,['2010-01-08'; '2010-01-12'; '2010-01-14'; '2010-01-26'],132518.0,0.0
2010-02-11,MTT0901,4.0,['2010-01-11'; '2010-01-12'; '2010-01-19'; '2010-02-02'],132673.0,0.0
2010-03-26,CAC0889,6.0,['2010-01-05'; '2010-01-11'; '2010-01-12'; '2010-01-25'; '2010-02-02'; '2010-03-15'],177745.0,0.0
2010-05-14,MAD0496,1.0,['2010-01-06'],25765.0,0.0
2010-09-07,SLT0907,14.0,['2010-01-20'; '2010-01-26'; '2010-01-29'; '2010-02-05'; '2010-03-03'; '2010-03-05'; '2010-03-24'; '2010-03-30'; '2010-04-29'; '2010-05-26'; '2010-07-09'; '2010-07-12'; '2010-07-21'; '2010-08-31'],448014.0,0.0
2010-09-10,ALB0892,10.0,['2010-01-19'; '2010-01-27'; '2010-01-29'; '2010-02-24'; '2010-03-16'; '2010-04-29'; '2010-05-20'; '2010-06-08'; '2010-06-16'; '2010-08-06'],344823.0,0.0
2010-10-08,FFC0891,21.0,['2010-01-08'; '2010-01-13'; '2010-01-19'; '2010-02-03'; '2010-03-01'; '2010-03-04'; '2010-04-01'; '2010-04-07'; '2010-04-08'; '2010-04-13'; '2010-04-23'; '2010-04-29'; '2010-05-20'; '2010-06-08'; '2010-06-25'; '2010-07-01'; '2010-07-26'; '2010-08-18'; '2010-09-03'; '2010-09-13'; '2010-09-17'],672096.0,0.0
2010-11-02,BTL0226,1.0,['2010-04-29'],44131.0,0.0
2010-11-03,VSS0154,1.0,['2010-10-14'],33430.0,0.0
2010-11-24,PGH0184,1.0,['2010-10-29'],38080.0,0.0
2010-12-08,KSP0357,1.0,['2010-03-05'],33828.0,0.0
2010-12-10,MSO0222,1.0,['2010-01-11'],32385.0,0.0
2011-02-23,DCH0843,1.0,['2010-06-29'],33434.0,0.0
2011-03-08,LUR0896,25.0,['2010-01-11'; '2010-01-27'; '2010-02-01'; '2010-02-11'; '2010-02-23'; '2010-04-12'; '2010-04-30'; '2010-05-19'; '2010-05-27'; '2010-06-16'; '2010-07-08'; '2010-07-12'; '2010-07-16'; '2010-08-19'; '2010-08-31'; '2010-10-01'; '2010-10-06'; '2010-10-07'; '2010-11-02'; '2010-12-08'; '2010-12-09'; '2010-12-13'; '2010-12-28'; '2011-01-17'; '2011-02-22'],698222.0,0.0
2011-03-18,FSC0601,1.0,['2010-03-05'],28456.0,0.0
