LCE Feats for IBP0883
2010-02-08,DAR0885,4.0,['2010-01-05'; '2010-01-11'; '2010-01-14'; '2010-01-22'],93339.0,0.0
2010-02-11,MTT0901,3.0,['2010-01-21'; '2010-01-29'; '2010-02-02'],108364.0,2.0
2010-03-26,CAC0889,7.0,['2010-01-13'; '2010-02-18'; '2010-03-10'; '2010-03-15'; '2010-03-16'; '2010-03-19'; '2010-03-26'],270444.0,4.0
2010-07-21,EGD0409,1.0,['2010-01-13'],27025.0,0.0
2010-08-12,PNL0301,1.0,['2010-07-22'],29762.0,0.0
2010-09-02,IJM0776,1.0,['2010-08-13'],30593.0,0.0
2010-09-07,SLT0907,17.0,['2010-01-18'; '2010-01-25'; '2010-01-26'; '2010-01-28'; '2010-01-29'; '2010-02-01'; '2010-03-25'; '2010-03-26'; '2010-04-20'; '2010-04-27'; '2010-06-03'; '2010-06-10'; '2010-06-17'; '2010-07-06'; '2010-07-22'; '2010-07-26'],434276.0,6.0
2010-09-10,ALB0892,9.0,['2010-02-24'; '2010-04-27'; '2010-05-04'; '2010-05-19'; '2010-06-10'; '2010-08-10'; '2010-08-11'; '2010-08-18'; '2010-09-01'],220708.0,7.0
2010-09-10,SEJ0677,1.0,['2010-01-28'],33089.0,0.0
2010-09-22,DIB0285,1.0,['2010-06-16'],35054.0,0.0
2010-10-08,FFC0891,15.0,['2010-01-20'; '2010-02-22'; '2010-03-02'; '2010-03-12'; '2010-03-15'; '2010-04-21'; '2010-05-17'; '2010-05-19'; '2010-07-22'; '2010-07-29'; '2010-08-30'; '2010-09-10'; '2010-09-20'; '2010-09-21'; '2010-09-27'],478739.0,16.0
2010-10-15,MAS0025,1.0,['2010-03-29'],27940.0,0.0
2010-11-02,BTL0226,1.0,['2010-09-07'],28270.0,0.0
2010-12-03,IUB0565,2.0,['2010-01-25'; '2010-02-02'],75722.0,1.0
2010-12-08,KSP0357,1.0,['2010-02-18'],29708.0,2.0
2010-12-15,EDB0714,1.0,['2010-09-30'],22473.0,1.0
2011-01-06,MSH0040,1.0,['2010-04-07'],48558.0,0.0
2011-01-23,AOK0844,1.0,['2010-06-28'],28490.0,0.0
2011-02-21,IKR0401,1.0,['2010-03-02'],28225.0,0.0
2011-03-08,LUR0896,38.0,['2010-01-21'; '2010-01-27'; '2010-02-08'; '2010-02-11'; '2010-02-18'; '2010-02-19'; '2010-03-03'; '2010-04-12'; '2010-04-13'; '2010-04-14'; '2010-05-17'; '2010-06-01'; '2010-06-03'; '2010-06-24'; '2010-07-12'; '2010-07-21'; '2010-08-18'; '2010-08-27'; '2010-09-10'; '2010-09-21'; '2010-09-29'; '2010-09-30'; '2010-10-05'; '2010-10-25'; '2010-10-28'; '2010-11-08'; '2010-11-10'; '2010-11-17'; '2010-12-13'; '2010-12-21'; '2010-12-30'; '2011-01-31'; '2011-02-01'; '2011-02-10'; '2011-02-11'; '2011-02-18'; '2011-02-23'],1067781.0,54.0
2011-03-10,SNC0187,1.0,['2010-02-17'],31802.0,0.0
2011-03-18,FSC0601,1.0,['2010-07-13'],49836.0,0.0
2011-04-26,HKB0418,1.0,['2011-01-28'],27112.0,0.0
2011-04-29,FSB0399,1.0,['2010-09-27'],26180.0,1.0
