LCE Feats for JSH0330
2010-03-19,HMM0108,1.0,['2010-01-18'],19615.0,0.0
2010-04-06,MVH0373,1.0,['2010-01-26'],21367.0,0.0
2010-08-12,PNL0301,1.0,['2010-06-08'],47541.0,0.0
2010-08-13,LCC0819,1.0,['2010-04-14'],28191.0,0.0
2010-09-10,RHL0992,1.0,['2010-02-08'],25377.0,0.0
2010-09-24,IAT0263,1.0,['2010-05-27'],21277.0,0.0
2010-10-04,BSS0369,1.0,['2010-01-27'],33702.0,0.0
2010-10-07,XHW0498,1.0,['2010-03-25'],45807.0,5.0
2010-10-15,MAS0025,1.0,['2010-04-08'],31815.0,0.0
2010-11-15,RGG0064,2.0,['2010-04-14'; '2010-09-15'],60986.0,0.0
2010-11-18,TAP0551,1.0,['2010-01-12'],31749.0,0.0
2010-11-24,PGH0184,15.0,['2010-01-12'; '2010-01-19'; '2010-02-08'; '2010-02-18'; '2010-03-17'; '2010-03-25'; '2010-04-15'; '2010-05-05'; '2010-05-20'; '2010-07-15'; '2010-07-21'; '2010-09-09'; '2010-09-24'; '2010-11-02'; '2010-11-22'],413685.0,4.0
2010-11-30,AKR0057,1.0,['2010-04-21'],24500.0,0.0
2010-12-02,MHH0180,24.0,['2010-01-12'; '2010-01-19'; '2010-02-02'; '2010-02-03'; '2010-02-05'; '2010-02-11'; '2010-02-22'; '2010-03-18'; '2010-03-25'; '2010-03-26'; '2010-04-21'; '2010-04-22'; '2010-04-28'; '2010-05-10'; '2010-06-29'; '2010-07-28'; '2010-08-06'; '2010-10-06'; '2010-10-12'; '2010-10-14'; '2010-10-25'; '2010-11-17'; '2010-11-24'],709010.0,1.0
2010-12-08,KSP0357,1.0,['2010-09-24'],37384.0,0.0
2011-01-06,MSH0040,1.0,['2010-10-29'],50728.0,0.0
2011-01-06,HFB0347,22.0,['2010-01-07'; '2010-01-26'; '2010-02-04'; '2010-02-08'; '2010-02-11'; '2010-02-16'; '2010-03-18'; '2010-04-21'; '2010-05-10'; '2010-05-11'; '2010-06-07'; '2010-06-09'; '2010-06-17'; '2010-07-08'; '2010-09-13'; '2010-09-16'; '2010-09-22'; '2010-10-18'; '2010-11-11'; '2010-11-23'; '2010-12-09'; '2010-12-16'],626615.0,7.0
2011-03-04,MAR0955,1.0,['2010-04-12'],20628.0,0.0
2011-03-08,LUR0896,1.0,['2011-02-03'],27375.0,0.0
2011-03-10,SNC0187,38.0,['2010-01-29'; '2010-02-05'; '2010-03-10'; '2010-03-31'; '2010-04-21'; '2010-05-11'; '2010-05-12'; '2010-05-19'; '2010-06-25'; '2010-07-02'; '2010-07-06'; '2010-07-07'; '2010-07-08'; '2010-07-13'; '2010-07-14'; '2010-08-05'; '2010-08-10'; '2010-08-31'; '2010-09-02'; '2010-09-07'; '2010-09-10'; '2010-09-29'; '2010-10-04'; '2010-10-08'; '2010-10-11'; '2010-11-16'; '2010-11-19'; '2010-12-15'; '2010-12-20'; '2011-01-07'; '2011-01-19'; '2011-02-04'; '2011-02-16'; '2011-02-21'; '2011-02-23'; '2011-03-03'; '2011-03-07'],1131735.0,8.0
