LCE Feats for ROB0272
2010-04-01,RRC0553,1.0,['2010-03-12'],41148.0,0.0
2010-06-11,CSC0217,1.0,['2010-05-19'],19462.0,0.0
2010-07-21,EGD0409,1.0,['2010-07-08'],35350.0,0.0
2010-08-16,AHG0634,1.0,['2010-06-14'],40629.0,0.0
2010-08-20,DIB0081,1.0,['2010-06-29'],39123.0,0.0
2010-08-26,LJR0523,1.0,['2010-04-22'],28525.0,0.0
2010-09-07,SLT0907,1.0,['2010-05-14'],25724.0,0.0
2010-09-10,SEJ0677,1.0,['2010-06-07'],35442.0,0.0
2010-10-07,AJR0932,1.0,['2010-01-04'],25623.0,0.0
2010-10-08,FFC0891,1.0,['2010-08-20'],19572.0,0.0
2010-10-11,LQC0479,1.0,['2010-03-12'],28859.0,0.0
2010-10-15,CCA0046,1.0,['2010-02-10'],35939.0,0.0
2010-10-29,ECF0828,1.0,['2010-07-27'],34292.0,0.0
2010-10-29,HXL0968,1.0,['2010-08-30'],31739.0,0.0
2010-10-29,ARB0834,1.0,['2010-09-14'],13948.0,0.0
2010-11-24,CIM0926,1.0,['2010-02-25'],35857.0,0.0
2010-12-14,GOK0238,1.0,['2010-11-10'],27220.0,0.0
2010-12-15,EDB0714,1.0,['2010-06-17'],52355.0,0.0
2011-01-05,WAB0143,1.0,['2010-03-05'],28265.0,0.0
2011-01-14,YWW0660,1.0,['2010-12-16'],22272.0,0.0
2011-01-20,ASB0796,1.0,['2011-01-03'],46132.0,0.0
2011-01-20,KRL0501,1.0,['2010-03-23'],34837.0,0.0
2011-01-27,FMG0527,1.0,['2010-05-21'],25756.0,0.0
2011-02-04,YIC0195,1.0,['2010-12-10'],23990.0,0.0
2011-02-09,UCH0519,1.0,['2010-02-11'],27758.0,0.0
2011-03-10,SNC0187,1.0,['2010-01-21'],42716.0,0.0
2011-03-18,FSC0601,1.0,['2010-11-23'],29558.0,0.0
2011-04-06,NWT0098,176.0,['2010-01-14'; '2010-01-15'; '2010-01-18'; '2010-01-19'; '2010-01-21'; '2010-02-05'; '2010-02-08'; '2010-02-09'; '2010-02-10'; '2010-02-16'; '2010-02-19'; '2010-03-04'; '2010-03-05'; '2010-03-12'; '2010-03-23'; '2010-03-24'; '2010-03-25'; '2010-03-31'; '2010-04-05'; '2010-04-06'; '2010-04-07'; '2010-04-08'; '2010-04-12'; '2010-04-13'; '2010-04-22'; '2010-04-23'; '2010-04-26'; '2010-04-30'; '2010-05-04'; '2010-05-10'; '2010-05-11'; '2010-05-14'; '2010-05-18'; '2010-05-21'; '2010-05-27'; '2010-06-01'; '2010-06-02'; '2010-06-03'; '2010-06-16'; '2010-06-18'; '2010-06-21'; '2010-06-22'; '2010-06-23'; '2010-06-24'; '2010-06-25'; '2010-06-28'; '2010-06-29'; '2010-07-01'; '2010-07-06'; '2010-07-07'; '2010-07-19'; '2010-07-22'; '2010-07-28'; '2010-08-11'; '2010-08-13'; '2010-08-16'; '2010-08-18'; '2010-08-27'; '2010-08-31'; '2010-09-03'; '2010-09-09'; '2010-09-13'; '2010-09-14'; '2010-09-16'; '2010-09-20'; '2010-09-24'; '2010-09-27'; '2010-09-28'; '2010-09-29'; '2010-09-30'; '2010-10-04'; '2010-10-11'; '2010-10-20'; '2010-10-21'; '2010-10-28'; '2010-11-02'; '2010-11-03'; '2010-11-04'; '2010-11-05'; '2010-11-08'; '2010-11-10'; '2010-11-11'; '2010-11-12'; '2010-11-15'; '2010-11-16'; '2010-11-17'; '2010-11-22'; '2010-11-23'; '2010-11-24'; '2010-11-29'; '2010-12-02'; '2010-12-03'; '2010-12-09'; '2010-12-13'; '2010-12-14'; '2010-12-27'; '2010-12-29'; '2011-01-03'; '2011-01-04'; '2011-01-17'; '2011-01-20'; '2011-01-21'; '2011-01-24'; '2011-01-25'; '2011-01-28'; '2011-01-31'; '2011-02-04'; '2011-02-09'; '2011-02-10'; '2011-02-11'; '2011-02-15'; '2011-02-16'; '2011-02-21'; '2011-02-22'; '2011-02-24'; '2011-03-01'; '2011-03-03'; '2011-03-07'; '2011-03-08'; '2011-03-09'; '2011-03-11'; '2011-03-14'; '2011-03-15'; '2011-03-21'; '2011-03-25'; '2011-03-29'; '2011-03-30'; '2011-04-01'; '2011-04-06'],5205734.0,0.0
2011-04-12,HBO0413,1.0,['2010-07-28'],23013.0,0.0
2011-04-18,CQW0652,1.0,['2010-07-26'],33006.0,0.0
2011-04-29,JLM0364,1.0,['2011-01-04'],16592.0,0.0
