LCE Feats for JFC0557
2010-02-17,LDD0560,22.0,['2010-01-04'; '2010-01-05'; '2010-01-08'; '2010-01-11'; '2010-01-12'; '2010-01-14'; '2010-01-15'; '2010-01-20'; '2010-01-21'; '2010-01-25'; '2010-01-27'; '2010-01-29'; '2010-02-02'; '2010-02-04'; '2010-02-05'; '2010-02-10'; '2010-02-15'],730992.0,23.0
2010-03-12,AAS0442,1.0,['2010-01-26'],15098.0,2.0
2010-06-09,DPS0262,1.0,['2010-04-09'],29165.0,1.0
2010-07-16,JGT0221,1.0,['2010-01-19'],15516.0,1.0
2010-07-21,EGD0409,1.0,['2010-03-18'],31032.0,0.0
2010-07-29,SAP0867,1.0,['2010-06-08'],34083.0,2.0
2010-08-13,BBS0039,1.0,['2010-04-15'],12515.0,0.0
2010-09-02,IJM0776,1.0,['2010-08-02'],33110.0,2.0
2010-09-24,IAT0263,1.0,['2010-01-05'],37475.0,1.0
2010-10-07,AJR0932,1.0,['2010-07-23'],26187.0,0.0
2010-10-08,FFC0891,2.0,['2010-06-29'; '2010-08-23'],68363.0,2.0
2010-10-15,BLS0678,1.0,['2010-02-10'],25287.0,2.0
2010-10-29,JJM0203,2.0,['2010-05-12'; '2010-07-26'],75579.0,0.0
2010-11-02,BTL0226,1.0,['2010-07-14'],29440.0,2.0
2010-11-05,MPM0220,1.0,['2010-02-12'],26468.0,0.0
2010-11-19,SOB0360,1.0,['2010-09-20'],24204.0,9.0
2010-11-24,PGH0184,2.0,['2010-08-19'; '2010-08-25'],70112.0,8.0
2010-12-03,IUB0565,193.0,['2010-01-04'; '2010-01-07'; '2010-01-08'; '2010-01-11'; '2010-01-12'; '2010-01-14'; '2010-01-15'; '2010-01-18'; '2010-01-19'; '2010-01-20'; '2010-01-25'; '2010-01-27'; '2010-02-02'; '2010-02-04'; '2010-02-05'; '2010-02-09'; '2010-02-10'; '2010-02-12'; '2010-02-15'; '2010-02-18'; '2010-02-19'; '2010-02-23'; '2010-02-26'; '2010-03-01'; '2010-03-02'; '2010-03-03'; '2010-03-08'; '2010-03-09'; '2010-03-10'; '2010-03-12'; '2010-03-18'; '2010-03-23'; '2010-03-29'; '2010-03-30'; '2010-04-05'; '2010-04-06'; '2010-04-09'; '2010-04-12'; '2010-04-13'; '2010-04-14'; '2010-04-16'; '2010-04-22'; '2010-04-23'; '2010-04-26'; '2010-04-27'; '2010-04-28'; '2010-04-29'; '2010-05-03'; '2010-05-04'; '2010-05-07'; '2010-05-10'; '2010-05-11'; '2010-05-13'; '2010-05-14'; '2010-05-19'; '2010-05-21'; '2010-05-24'; '2010-05-26'; '2010-06-01'; '2010-06-03'; '2010-06-14'; '2010-06-15'; '2010-06-16'; '2010-06-21'; '2010-06-28'; '2010-06-29'; '2010-06-30'; '2010-07-01'; '2010-07-06'; '2010-07-09'; '2010-07-12'; '2010-07-13'; '2010-07-14'; '2010-07-15'; '2010-07-16'; '2010-07-20'; '2010-07-21'; '2010-07-22'; '2010-07-23'; '2010-07-28'; '2010-07-29'; '2010-08-02'; '2010-08-06'; '2010-08-09'; '2010-08-11'; '2010-08-12'; '2010-08-17'; '2010-08-18'; '2010-08-19'; '2010-08-20'; '2010-08-23'; '2010-08-25'; '2010-08-26'; '2010-08-27'; '2010-08-30'; '2010-08-31'; '2010-09-01'; '2010-09-07'; '2010-09-08'; '2010-09-09'; '2010-09-13'; '2010-09-14'; '2010-09-16'; '2010-09-17'; '2010-09-20'; '2010-09-22'; '2010-09-28'; '2010-09-29'; '2010-09-30'; '2010-10-01'; '2010-10-04'; '2010-10-06'; '2010-10-08'; '2010-10-11'; '2010-10-12'; '2010-10-15'; '2010-10-22'; '2010-10-26'; '2010-10-29'; '2010-11-01'; '2010-11-02'; '2010-11-09'; '2010-11-15'; '2010-11-18'; '2010-11-22'; '2010-11-24'; '2010-11-29'; '2010-12-01'; '2010-12-02'],5913132.0,167.0
2011-01-12,ENC0234,1.0,['2010-02-12'],28480.0,2.0
2011-01-14,COF0120,1.0,['2010-03-24'],21430.0,0.0
2011-01-27,FMG0527,1.0,['2010-02-24'],40298.0,1.0
2011-02-09,UCH0519,1.0,['2010-01-26'],15098.0,2.0
2011-02-11,RGH0728,1.0,['2010-11-10'],38919.0,0.0
2011-02-14,JRG0207,1.0,['2010-05-03'],18528.0,1.0
2011-02-21,IKR0401,1.0,['2010-07-29'],19519.0,4.0
2011-03-11,KNG0672,2.0,['2010-04-08'; '2010-10-15'],79620.0,3.0
2011-04-20,DGN0480,1.0,['2010-10-04'],47736.0,1.0
2011-04-29,RKF0164,1.0,['2010-03-05'],24042.0,2.0
2011-04-29,FSB0399,1.0,['2011-01-31'],16907.0,2.0
