LCE Feats for JRG0207
2010-03-19,HMM0108,1.0,['2010-01-27'],49613.0,1.0
2010-04-28,LHB0606,1.0,['2010-01-22'],31654.0,2.0
2010-06-08,BVN0514,2.0,['2010-03-08'; '2010-06-08'],67815.0,1.0
2010-06-11,CSC0217,1.0,['2010-04-08'],37814.0,0.0
2010-07-23,JTM0223,1.0,['2010-01-05'],29449.0,0.0
2010-08-19,RMW0542,1.0,['2010-04-07'],34067.0,2.0
2010-08-20,DIB0081,1.0,['2010-08-02'],33247.0,0.0
2010-08-26,LJR0523,2.0,['2010-01-13'; '2010-02-11'],54225.0,2.0
2010-09-02,IJM0776,1.0,['2010-02-19'],17753.0,0.0
2010-09-07,SLT0907,1.0,['2010-02-03'],42960.0,0.0
2010-09-08,WRM0963,1.0,['2010-05-24'],43155.0,0.0
2010-09-10,ALB0892,1.0,['2010-05-12'],28688.0,0.0
2010-09-10,RHL0992,1.0,['2010-01-11'],33081.0,0.0
2010-09-10,MOS0047,1.0,['2010-02-11'],29378.0,0.0
2010-10-07,XHW0498,1.0,['2010-08-05'],17423.0,0.0
2010-10-29,HXL0968,1.0,['2010-03-10'],40116.0,0.0
2010-11-03,VSS0154,1.0,['2010-09-01'],20766.0,0.0
2010-11-05,MPM0220,1.0,['2010-05-06'],24019.0,0.0
2010-11-15,RGG0064,1.0,['2010-05-28'],21026.0,0.0
2010-11-17,AAM0658,1.0,['2010-01-14'],45019.0,0.0
2010-11-18,TAP0551,1.0,['2010-03-09'],42181.0,0.0
2010-11-19,SOB0360,1.0,['2010-04-27'],28767.0,0.0
2010-11-23,JMH0543,1.0,['2010-07-09'],20104.0,0.0
2010-11-24,CIM0926,1.0,['2010-01-29'],33794.0,2.0
2010-11-24,PGH0184,1.0,['2010-01-29'],33794.0,2.0
2010-12-03,IUB0565,3.0,['2010-02-15'; '2010-05-07'; '2010-09-17'],108592.0,8.0
2010-12-09,BYP0070,2.0,['2010-08-27'; '2010-11-24'],46677.0,1.0
2010-12-10,MSO0222,2.0,['2010-01-29'; '2010-06-28'],45891.0,0.0
2010-12-13,VFM0814,2.0,['2010-01-15'; '2010-02-04'],72600.0,0.0
2010-12-13,TNM0961,2.0,['2010-01-14'; '2010-07-19'],35622.0,2.0
2010-12-14,GOK0238,1.0,['2010-02-03'],42960.0,0.0
2010-12-24,ABC0174,1.0,['2010-06-16'],22587.0,1.0
2010-12-30,MYD0978,1.0,['2010-07-14'],29372.0,2.0
2011-01-05,WAB0143,1.0,['2010-11-23'],30116.0,0.0
2011-01-06,MSH0040,1.0,['2010-07-29'],24235.0,0.0
2011-01-20,KRL0501,1.0,['2010-08-16'],56786.0,0.0
2011-01-23,AOK0844,1.0,['2010-11-17'],17801.0,0.0
2011-01-27,FMG0527,3.0,['2010-01-25'; '2010-08-27'; '2010-09-17'],74955.0,3.0
2011-02-11,BCB0679,2.0,['2010-03-15'; '2011-01-07'],68199.0,0.0
2011-02-24,PPF0435,1.0,['2010-03-30'],23837.0,1.0
2011-03-04,VSA0230,2.0,['2010-08-10'; '2010-09-17'],92695.0,8.0
2011-03-08,LUR0896,1.0,['2010-01-19'],32127.0,0.0
2011-04-12,HBO0413,1.0,['2010-11-16'],25648.0,0.0
2011-04-18,CQW0652,1.0,['2010-03-05'],25552.0,0.0
2011-04-29,JLM0364,2.0,['2010-04-08'; '2010-11-15'],60789.0,0.0
2011-04-29,RKF0164,1.0,['2011-01-20'],24619.0,0.0
