user_id, o, c, e, a, n, cpb-i, cpb-o, dis_ocean, dis_os, email_ratio, cnt_send, cnt_s_size, cnt_s_attach, cnt_s_days
CEL0561,40.0,39.0,36.0,19.0,40.0,-7.81,-20.47,159.25014331,130.0,25.0,752944.0,25.0,20.0,
JFC0557,22.0,16.0,23.0,40.0,33.0,-12.69,-16.19,229.159154129,150.0,28.0,868401.0,29.0,23.0,
ASD0577,40.0,48.0,36.0,14.0,37.0,-7.82,-23.79,72.7378179141,46.0,2.0,68518.0,0.0,2.0,
MAR0955,36.0,44.0,23.0,44.0,25.0,-25.01,-37.41,0.0,0.0,0.0,0.0,0.0,0.0,
GRM0868,21.0,25.0,20.0,13.0,28.0,-4.17,-10.82,165.97123972,138.0,183.0,5394816.0,0.0,98.0,
AAL0706,37.0,14.0,28.0,13.0,25.0,-5.93,-12.35,71.6186162884,32.0,2.0,85110.0,0.0,2.0,
RVC0232,34.0,20.0,47.0,38.0,25.0,-11.99,-26.77,250.519983497,144.0,9.0,274683.0,7.0,9.0,
TCD0009,44.0,28.0,44.0,38.0,23.0,-17.5,-33.37,277.604324738,160.0,10.0,252186.0,4.0,10.0,
ASM0575,42.0,25.0,21.0,45.0,30.0,-23.5,-28.37,0.0,0.0,0.0,0.0,0.0,0.0,
JLM0364,35.0,22.0,15.0,25.0,37.0,-12.14,-13.09,207.266110652,162.0,59.0,1769421.0,24.0,44.0,
FOB0756,42.0,41.0,34.0,20.0,27.0,-12.78,-28.13,108.690980023,64.0,4.0,155730.0,5.0,4.0,
GCG0951,33.0,33.0,25.0,19.0,44.0,-6.54,-12.88,32.7871926215,16.0,1.0,25556.0,2.0,1.0,
AAV0450,44.0,24.0,36.0,41.0,33.0,-17.75,-27.18,92.8665040313,76.0,5.0,128810.0,6.0,5.0,
CJV0286,18.0,14.0,17.0,13.0,26.0,-2.74,-5.81,141.763999835,90.0,10.0,310329.0,2.0,10.0,
TDG0962,42.0,40.0,36.0,26.0,21.0,-16.14,-33.21,21.1660104885,24.0,1.0,23037.0,3.0,1.0,
SVL0803,27.0,35.0,20.0,36.0,32.0,-16.5,-24.27,122.270565323,80.0,5.0,144425.0,2.0,4.0,
MDM0625,18.0,42.0,36.0,27.0,24.0,-8.97,-27.09,504.747626281,390.0,207.0,6240945.0,65.0,107.0,
GMF0738,30.0,40.0,45.0,20.0,18.0,-8.43,-30.24,369.478242111,284.0,225.0,6988063.0,0.0,111.0,
BER0314,23.0,20.0,18.0,19.0,32.0,-6.09,-9.46,195.738568797,164.0,143.0,4283177.0,27.0,92.0,
AMR0400,19.0,16.0,47.0,28.0,28.0,-1.83,-15.75,179.587324864,100.0,5.0,154573.0,0.0,5.0,
YCE0983,39.0,21.0,42.0,30.0,36.0,-8.82,-19.41,136.764042964,96.0,5.0,146835.0,6.0,5.0,
BJW0619,30.0,43.0,47.0,21.0,39.0,-3.8,-22.34,331.282051298,202.0,151.0,4435807.0,56.0,90.0,
TYB0779,24.0,20.0,35.0,36.0,34.0,-8.97,-17.78,84.2994338035,48.0,3.0,88013.0,1.0,3.0,
MAS0025,23.0,14.0,20.0,21.0,23.0,-7.65,-12.11,237.849083916,120.0,7.0,198025.0,0.0,6.0,
KBL0260,16.0,15.0,48.0,16.0,32.0,5.6,-7.88,46.6497167085,60.0,111.0,3291725.0,0.0,74.0,
GHL0460,21.0,37.0,24.0,17.0,35.0,-5.13,-14.93,70.7752372585,62.0,4.0,124972.0,9.0,4.0,
FMG0527,43.0,38.0,35.0,38.0,28.0,-19.85,-34.09,215.159218548,182.0,67.0,1971859.0,69.0,53.0,
HCL0651,21.0,19.0,44.0,36.0,33.0,-5.9,-18.14,94.3419464038,76.0,24.0,736464.0,24.0,22.0,
SCP0130,42.0,18.0,35.0,32.0,24.0,-14.73,-24.46,58.0693921252,46.0,17.0,521281.0,25.0,16.0,
CMW0783,21.0,35.0,14.0,16.0,26.0,-9.04,-16.67,107.290968871,72.0,4.0,120786.0,0.0,4.0,
RKF0164,40.0,42.0,17.0,18.0,42.0,-12.13,-18.16,109.23373051,56.0,3.0,100370.0,3.0,3.0,
