user_id, o, c, e, a, n, cpb-i, cpb-o, dis_ocean, dis_os, email_ratio, cnt_send, cnt_s_size, cnt_s_attach, cnt_s_days
CEL0561,40.0,39.0,36.0,19.0,40.0,-7.81,-20.47,45.6043474837,46.0,21.0,658953.0,24.0,16.0,
JFC0557,22.0,16.0,23.0,40.0,33.0,-12.69,-16.19,97.7330542594,78.0,24.0,775255.0,26.0,19.0,
ASD0577,40.0,48.0,36.0,14.0,37.0,-7.82,-23.79,46.5080638169,30.0,1.0,41201.0,0.0,1.0,
MAR0955,36.0,44.0,23.0,44.0,25.0,-25.01,-37.41,0.0,0.0,0.0,0.0,0.0,0.0,
GRM0868,21.0,25.0,20.0,13.0,28.0,-4.17,-10.82,55.3165973262,60.0,110.0,3209568.0,0.0,70.0,
AAL0706,37.0,14.0,28.0,13.0,25.0,-5.93,-12.35,71.6186162884,32.0,2.0,85110.0,0.0,2.0,
RVC0232,34.0,20.0,47.0,38.0,25.0,-11.99,-26.77,82.4465073142,48.0,3.0,80325.0,1.0,3.0,
TCD0009,44.0,28.0,44.0,38.0,23.0,-17.5,-33.37,180.872730643,104.0,7.0,179062.0,2.0,7.0,
ASM0575,42.0,25.0,21.0,45.0,30.0,-23.5,-28.37,0.0,0.0,0.0,0.0,0.0,0.0,
JLM0364,35.0,22.0,15.0,25.0,37.0,-12.14,-13.09,79.9638416904,74.0,55.0,1646506.0,24.0,40.0,
FOB0756,42.0,41.0,34.0,20.0,27.0,-12.78,-28.13,19.1311264697,16.0,1.0,23127.0,2.0,1.0,
GCG0951,33.0,33.0,25.0,19.0,44.0,-6.54,-12.88,0.0,0.0,0.0,0.0,0.0,0.0,
HWY0038,47.0,39.0,40.0,22.0,24.0,-14.04,-31.45,102.034079025,92.0,94.0,2824544.0,35.0,59.0,
AAV0450,44.0,24.0,36.0,41.0,33.0,-17.75,-27.18,92.8665040313,76.0,5.0,128810.0,6.0,5.0,
CJV0286,18.0,14.0,17.0,13.0,26.0,-2.74,-5.81,48.6374752975,46.0,8.0,241845.0,2.0,8.0,
TDG0962,42.0,40.0,36.0,26.0,21.0,-16.14,-33.21,0.0,0.0,0.0,0.0,0.0,0.0,
SVL0803,27.0,35.0,20.0,36.0,32.0,-16.5,-24.27,19.287301522,16.0,1.0,31614.0,0.0,1.0,
MDM0625,18.0,42.0,36.0,27.0,24.0,-8.97,-27.09,245.433570716,200.0,97.0,2911857.0,28.0,58.0,
GMF0738,30.0,40.0,45.0,20.0,18.0,-8.43,-30.24,246.238351821,194.0,137.0,4119621.0,0.0,74.0,
BER0314,23.0,20.0,18.0,19.0,32.0,-6.09,-9.46,86.7842533152,64.0,4.0,96316.0,0.0,3.0,
AMR0400,19.0,16.0,47.0,28.0,28.0,-1.83,-15.75,99.2996784625,60.0,3.0,95958.0,0.0,3.0,
YCE0983,39.0,21.0,42.0,30.0,36.0,-8.82,-19.41,54.361266474,40.0,2.0,62903.0,4.0,2.0,
BJW0619,30.0,43.0,47.0,21.0,39.0,-3.8,-22.34,144.492370081,92.0,59.0,1685493.0,27.0,37.0,
DPS0262,20.0,25.0,20.0,14.0,32.0,-3.34,-9.1,34.5253530033,46.0,716.0,21507388.0,137.0,109.0,
TYB0779,24.0,20.0,35.0,36.0,34.0,-8.97,-17.78,0.0,0.0,0.0,0.0,0.0,0.0,
MAS0025,23.0,14.0,20.0,21.0,23.0,-7.65,-12.11,138.718647727,72.0,4.0,87602.0,0.0,4.0,
KBL0260,16.0,15.0,48.0,16.0,32.0,5.6,-7.88,30.0665927567,30.0,48.0,1400199.0,0.0,36.0,
GHL0460,21.0,37.0,24.0,17.0,35.0,-5.13,-14.93,24.3721152139,30.0,2.0,59663.0,2.0,2.0,
FMG0527,43.0,38.0,35.0,38.0,28.0,-19.85,-34.09,151.599003101,122.0,27.0,836010.0,23.0,22.0,
HCL0651,21.0,19.0,44.0,36.0,33.0,-5.9,-18.14,32.2180073872,30.0,7.0,243340.0,15.0,7.0,
SCP0130,42.0,18.0,35.0,32.0,24.0,-14.73,-24.46,0.0,0.0,0.0,0.0,0.0,0.0,
CMW0783,21.0,35.0,14.0,16.0,26.0,-9.04,-16.67,29.7657521323,16.0,1.0,44145.0,0.0,1.0,
RKF0164,40.0,42.0,17.0,18.0,42.0,-12.13,-18.16,85.1505413526,40.0,2.0,75664.0,2.0,2.0,
DOL0332,32.0,40.0,41.0,18.0,24.0,-7.73,-26.62,39.9004442705,48.0,2.0,84400.0,4.0,2.0,
RSC0089,41.0,26.0,35.0,21.0,29.0,-9.78,-20.87,93.9313614373,78.0,79.0,2280896.0,56.0,60.0,
CCM0136,16.0,16.0,39.0,40.0,29.0,-7.85,-18.49,0.0,0.0,0.0,0.0,0.0,0.0,
NCH0179,17.0,12.0,40.0,17.0,25.0,1.67,-9.55,225.806097133,108.0,5.0,142974.0,2.0,5.0,
NBH0256,41.0,43.0,14.0,21.0,22.0,-19.43,-29.12,30.8220700148,30.0,73.0,2216541.0,51.0,54.0,
ORG0339,50.0,28.0,46.0,47.0,20.0,-23.39,-40.21,50.9509568114,16.0,1.0,46915.0,0.0,1.0,
FRR0832,43.0,40.0,25.0,19.0,30.0,-14.02,-25.04,0.0,0.0,0.0,0.0,0.0,0.0,
MSD0939,24.0,37.0,15.0,42.0,31.0,-19.99,-26.73,28.6879765756,16.0,2.0,91387.0,2.0,2.0,
OQH0183,34.0,38.0,18.0,33.0,23.0,-20.45,-30.1,52.6497554239,40.0,2.0,67071.0,0.0,2.0,
BSH0445,38.0,22.0,30.0,15.0,21.0,-8.83,-19.06,58.7422948923,46.0,26.0,768405.0,15.0,21.0,
KSP0357,41.0,40.0,29.0,19.0,24.0,-13.86,-27.84,60.940561061,46.0,55.0,1617457.0,16.0,40.0,
NGO0690,43.0,41.0,41.0,17.0,24.0,-10.76,-29.4,96.5313370523,90.0,26.0,821460.0,18.0,21.0,
VCC0396,21.0,45.0,16.0,37.0,23.0,-19.89,-31.33,100.585060507,72.0,4.0,125333.0,3.0,4.0,
WDD0366,43.0,42.0,17.0,19.0,28.0,-16.82,-25.9,154.690784852,106.0,35.0,1102069.0,32.0,29.0,
KPP0452,44.0,46.0,44.0,16.0,19.0,-11.88,-34.15,67.2659291505,60.0,3.0,75370.0,3.0,3.0,
RTO0313,44.0,45.0,25.0,17.0,27.0,-14.98,-28.08,73.8857163699,40.0,2.0,59785.0,0.0,2.0,
ABM0845,45.0,21.0,35.0,50.0,29.0,-22.65,-31.56,0.0,0.0,0.0,0.0,0.0,0.0,
VIA0063,40.0,34.0,19.0,50.0,33.0,-26.27,-32.23,72.7624745015,78.0,12.0,361407.0,4.0,11.0,
BIH0745,43.0,39.0,50.0,27.0,25.0,-12.25,-33.23,161.967845327,158.0,92.0,2715962.0,103.0,50.0,
CCW0031,33.0,47.0,30.0,39.0,33.0,-18.77,-33.01,104.984951975,72.0,3.0,51711.0,0.0,3.0,
IYB0918,17.0,21.0,42.0,14.0,30.0,3.22,-10.17,27.748873851,16.0,1.0,28791.0,0.0,1.0,
ORM0669,44.0,39.0,28.0,39.0,36.0,-20.57,-30.59,55.9074521435,48.0,2.0,66837.0,1.0,2.0,
MJB0588,39.0,24.0,15.0,47.0,38.0,-22.88,-23.52,14.5258390463,30.0,2.0,63780.0,1.0,2.0,
