user_id,O_Score,C_Score,E_Score,A_Score,N_Score,CPB-I,CPB-O,JS_Score,Team_CPB-I-mean,Team_CPB-O-mean,Users-less-mean-A,Users-less-mean-A and C,Users-less-mean-C,Users-High-mean-N,Team_CPB-I-median,Team_CPB-O-median,leader-CPB-I,leader-CPB-O,dis_ocean,dis_os,cnt_send,cnt_send_size,cnt_send_attach,cnt_send_days,cnt_email_days,cnt_late_days,cnt_early_days,month_work_days,
CEL0561,40.0,39.0,36.0,19.0,40.0,-7.81,-20.47,11.35,-8.663333333333332,-19.153333333333336,10,5,8,13,-5.51,0,0,498.750545901,388.0,165.0,5017395.0,97.0,126.0,88.0,91.0,251.0,
JFC0557,22.0,16.0,23.0,40.0,33.0,-12.69,-16.19,11.93,-8.338,-19.438666666666663,11,5,7,13,-7.829999999999998,0,0,566.548608802,376.0,234.0,7197758.0,222.0,149.0,112.0,112.0,251.0,
ASD0577,40.0,48.0,36.0,14.0,37.0,-7.82,-23.79,12.47,-16.380666666666666,-23.899,10,5,16,18,-18.814999999999998,0,0,222.68700248,188.0,23.0,634662.0,0.0,23.0,63.0,59.0,251.0,
MAR0955,36.0,44.0,23.0,44.0,25.0,-25.01,-37.41,22.29,-11.093666666666667,-20.320999999999998,21,15,21,11,-10.825,0,0,196.026702982,152.0,26.0,767719.0,0.0,25.0,0.0,0.0,251.0,
GRM0868,21.0,25.0,20.0,13.0,28.0,-4.17,-10.82,6.37,-11.758000000000003,-21.769666666666666,15,9,13,15,-13.775000000000002,0,0,644.099310466,442.0,204.0,6058414.0,0.0,116.0,0.0,0.0,251.0,
AAL0706,37.0,14.0,28.0,13.0,25.0,-5.93,-12.35,6.56,-10.249666666666668,-20.385666666666665,19,10,16,18,-9.010000000000002,0,0,140.369190981,108.0,17.0,561035.0,8.0,17.0,0.0,0.0,251.0,
RVC0232,34.0,20.0,47.0,38.0,25.0,-11.99,-26.77,16.91,-13.053999999999998,-23.732666666666667,9,5,6,7,-12.690000000000001,0,0,570.776257936,400.0,281.0,8551006.0,166.0,159.0,117.0,112.0,251.0,
TCD0009,44.0,28.0,44.0,38.0,23.0,-17.5,-33.37,19.69,0,0,0,0,0,0,0,0,0,623.793059775,392.0,24.0,643195.0,16.0,24.0,0.0,112.0,251.0,
ASM0575,42.0,25.0,21.0,45.0,30.0,-23.5,-28.37,17.59,-15.858,-23.746333333333332,11,5,15,18,-19.28,0,0,92.8190994345,90.0,24.0,728091.0,36.0,22.0,112.0,102.0,251.0,
JLM0364,35.0,22.0,15.0,25.0,37.0,-12.14,-13.09,8.08,-15.272,-24.610500000000002,11,5,7,12,-14.610000000000001,0,0,776.433002858,528.0,504.0,15004511.0,161.0,223.0,78.0,0.0,251.0,
FOB0756,42.0,41.0,34.0,20.0,27.0,-12.78,-28.13,15.09,-12.438666666666666,-22.154,14,6,14,20,-15.285000000000002,0,0,228.471430734,166.0,38.0,1212572.0,44.0,38.0,123.0,130.0,311.0,
GCG0951,33.0,33.0,25.0,19.0,44.0,-6.54,-12.88,7.67,-11.709333333333335,-21.138666666666666,20,15,21,10,-11.04,0,0,198.737220132,168.0,39.0,1140637.0,26.0,34.0,0.0,0.0,251.0,
AAV0450,44.0,24.0,36.0,41.0,33.0,-17.75,-27.18,16.8,-15.44833333333333,-25.244666666666667,12,5,12,14,-17.6,0,0,185.411589292,150.0,18.0,501713.0,17.0,17.0,107.0,112.0,251.0,
CJV0286,18.0,14.0,17.0,13.0,26.0,-2.74,-5.81,3.93,-14.913999999999998,-25.918999999999997,10,4,6,7,-15.884999999999998,0,0,447.116902953,262.0,92.0,2951212.0,92.0,74.0,0.0,0.0,251.0,
TDG0962,42.0,40.0,36.0,26.0,21.0,-16.14,-33.21,18.27,-11.389333333333333,-20.461000000000002,20,15,21,11,-10.799999999999997,0,0,187.804772822,188.0,32.0,974538.0,37.0,30.0,0.0,0.0,251.0,
SVL0803,27.0,35.0,20.0,36.0,32.0,-16.5,-24.27,15.26,-14.657333333333334,-25.556666666666665,4,1,5,8,-17.369999999999997,0,0,578.933809402,408.0,24.0,786615.0,8.0,23.0,0.0,0.0,251.0,
MDM0625,18.0,42.0,36.0,27.0,24.0,-8.97,-27.09,16.41,-13.190666666666667,-23.690666666666665,14,8,15,13,-16.995,0,0,1070.14299639,770.0,232.0,6910211.0,70.0,128.0,83.0,91.0,251.0,
GMF0738,30.0,40.0,45.0,20.0,18.0,-8.43,-30.24,16.86,-13.916666666666664,-24.520333333333333,13,6,15,14,-14.299999999999999,0,0,830.961370927,570.0,391.0,12099021.0,0.0,182.0,89.0,89.0,251.0,
BER0314,23.0,20.0,18.0,19.0,32.0,-6.09,-9.46,6.21,-11.484000000000002,-21.876,20,10,13,17,-11.910000000000002,0,0,922.945125457,606.0,291.0,8749247.0,53.0,166.0,0.0,0.0,251.0,
AMR0400,19.0,16.0,47.0,28.0,28.0,-1.83,-15.75,11.04,-15.038571428571428,-24.848571428571432,7,4,7,5,-18.384999999999998,0,0,605.409820835,352.0,20.0,605735.0,0.0,20.0,115.0,115.0,251.0,
YCE0983,39.0,21.0,42.0,30.0,36.0,-8.82,-19.41,12.12,0,0,0,0,0,0,0,0,0,407.055588887,288.0,246.0,7591175.0,287.0,153.0,0.0,0.0,251.0,
BJW0619,30.0,43.0,47.0,21.0,39.0,-3.8,-22.34,13.16,-13.362999999999998,-23.848999999999997,14,8,15,12,-17.115000000000002,0,0,1016.37617485,630.0,182.0,5384732.0,66.0,115.0,99.0,95.0,251.0,
TYB0779,24.0,20.0,35.0,36.0,34.0,-8.97,-17.78,12.46,-12.565666666666665,-22.498999999999995,15,6,13,19,-14.84,0,0,386.385553513,270.0,31.0,885237.0,40.0,31.0,107.0,96.0,251.0,
KBL0260,16.0,15.0,48.0,16.0,32.0,5.6,-7.88,6.02,-12.450666666666663,-22.499333333333333,9,6,8,5,-10.66,0,0,517.168150712,296.0,126.0,3743271.0,0.0,89.0,0.0,0.0,251.0,
FMG0527,43.0,38.0,35.0,38.0,28.0,-19.85,-34.09,19.94,-12.830666666666666,-23.575666666666667,13,10,16,13,-13.394999999999998,0,0,395.918441014,318.0,74.0,2172667.0,77.0,60.0,106.0,92.0,252.0,
HCL0651,21.0,19.0,44.0,36.0,33.0,-5.9,-18.14,12.95,-11.723666666666668,-21.656333333333336,14,9,16,10,-12.360000000000001,0,0,298.505923049,214.0,41.0,1231993.0,45.0,38.0,0.0,0.0,251.0,
SCP0130,42.0,18.0,35.0,32.0,24.0,-14.73,-24.46,14.52,-12.874333333333329,-23.104999999999997,13,6,15,16,-16.015,0,0,140.863054814,122.0,52.0,1578975.0,58.0,47.0,116.0,113.0,251.0,
CMW0783,21.0,35.0,14.0,16.0,26.0,-9.04,-16.67,9.48,-12.563333333333333,-22.535999999999998,14,6,14,20,-14.285000000000002,0,0,292.474443684,194.0,20.0,637686.0,0.0,18.0,89.0,115.0,251.0,
RKF0164,40.0,42.0,17.0,18.0,42.0,-12.13,-18.16,9.72,0,0,0,0,0,0,0,0,0,448.294864066,246.0,14.0,457125.0,7.0,13.0,0.0,0.0,251.0,
DOL0332,32.0,40.0,41.0,18.0,24.0,-7.73,-26.62,14.7,-12.322333333333336,-23.68633333333333,16,8,15,11,-12.15,0,0,227.051035385,240.0,60.0,1826829.0,62.0,53.0,0.0,0.0,251.0,
RSC0089,41.0,26.0,35.0,21.0,29.0,-9.78,-20.87,11.64,-11.425333333333334,-21.633333333333336,9,6,8,6,-9.899999999999999,0,0,346.518847242,308.0,174.0,5032034.0,126.0,104.0,0.0,3.0,270.0,
CCM0136,16.0,16.0,39.0,40.0,29.0,-7.85,-18.49,13.65,-13.103666666666665,-23.304,13,6,15,16,-15.305,0,0,186.677927976,134.0,25.0,785187.0,21.0,25.0,107.0,110.0,251.0,
NCH0179,17.0,12.0,40.0,17.0,25.0,1.67,-9.55,6.72,-12.635666666666665,-24.255333333333336,16,7,14,11,-12.550000000000002,0,0,836.22801467,464.0,147.0,4370594.0,149.0,109.0,0.0,0.0,251.0,
NBH0256,41.0,43.0,14.0,21.0,22.0,-19.43,-29.12,15.31,-10.781999999999996,-21.083333333333332,9,7,9,6,-9.899999999999999,0,0,601.862765914,440.0,160.0,4959977.0,132.0,102.0,0.0,0.0,251.0,
ORG0339,50.0,28.0,46.0,47.0,20.0,-23.39,-40.21,23.81,-11.800333333333333,-23.233333333333334,17,8,14,11,-12.035000000000002,0,0,456.852358877,232.0,61.0,1797917.0,35.0,52.0,0.0,0.0,251.0,
FRR0832,43.0,40.0,25.0,19.0,30.0,-14.02,-25.04,13.23,-12.825666666666663,-24.10133333333333,14,10,13,15,-15.359999999999998,0,0,172.04366186,150.0,23.0,723366.0,28.0,22.0,99.0,101.0,251.0,
MSD0939,24.0,37.0,15.0,42.0,31.0,-19.99,-26.73,17.15,-14.231999999999996,-24.448,7,4,8,8,-16.0,0,0,762.070045684,484.0,304.0,9258317.0,71.0,165.0,0.0,0.0,251.0,
OQH0183,34.0,38.0,18.0,33.0,23.0,-20.45,-30.1,17.46,-11.898333333333335,-23.570333333333334,17,8,15,11,-11.685,0,0,395.578222239,288.0,60.0,1908980.0,14.0,55.0,0.0,0.0,251.0,
BSH0445,38.0,22.0,30.0,15.0,21.0,-8.83,-19.06,10.1,-13.479999999999999,-25.567999999999998,11,6,9,9,-12.569999999999999,0,0,476.216955662,380.0,162.0,4918403.0,114.0,121.0,114.0,109.0,251.0,
KSP0357,41.0,40.0,29.0,19.0,24.0,-13.86,-27.84,14.77,-15.185999999999996,-23.873,11,6,8,13,-15.425,0,0,563.447457682,426.0,358.0,10802042.0,236.0,183.0,79.0,0.0,237.0,
NGO0690,43.0,41.0,41.0,17.0,24.0,-10.76,-29.4,15.49,-8.606,-22.230000000000004,9,4,7,9,-7.970000000000001,0,0,652.292662114,488.0,144.0,4557155.0,83.0,102.0,84.0,84.0,251.0,
VCC0396,21.0,45.0,16.0,37.0,23.0,-19.89,-31.33,19.04,-13.748571428571429,-23.735714285714288,8,5,8,5,-15.62,0,0,465.588080436,320.0,18.0,511889.0,14.0,17.0,69.0,91.0,256.0,
WDD0366,43.0,42.0,17.0,19.0,28.0,-16.82,-25.9,13.49,-15.038000000000004,-23.970000000000006,11,6,8,13,-14.8,0,0,587.076615368,388.0,397.0,11950164.0,321.0,189.0,76.0,0.0,251.0,
KPP0452,44.0,46.0,44.0,16.0,19.0,-11.88,-34.15,17.75,-15.643999999999998,-25.01233333333333,11,5,13,15,-18.25,0,0,146.023356321,106.0,15.0,461593.0,14.0,14.0,76.0,80.0,251.0,
RTO0313,44.0,45.0,25.0,17.0,27.0,-14.98,-28.08,14.48,-11.187666666666667,-21.255333333333333,20,11,14,18,-11.4,0,0,839.404301589,566.0,281.0,8571884.0,262.0,171.0,0.0,4.0,259.0,
ABM0845,45.0,21.0,35.0,50.0,29.0,-22.65,-31.56,19.85,-12.537999999999997,-23.884,15,10,12,16,-15.010000000000002,0,0,162.547809462,146.0,24.0,776050.0,17.0,22.0,107.0,110.0,251.0,
VIA0063,40.0,34.0,19.0,50.0,33.0,-26.27,-32.23,20.11,-15.241999999999999,-24.426666666666666,7,4,6,8,-18.39,0,0,1133.95776274,692.0,593.0,17945253.0,155.0,232.0,99.0,93.0,251.0,
CCW0031,33.0,47.0,30.0,39.0,33.0,-18.77,-33.01,19.88,-11.022,-23.703999999999997,9,4,5,6,-9.79,0,0,732.119029553,492.0,29.0,846453.0,27.0,29.0,0.0,0.0,251.0,
IYB0918,17.0,21.0,42.0,14.0,30.0,3.22,-10.17,6.78,-14.545333333333335,-25.179333333333336,8,4,6,7,-14.849999999999998,0,0,337.404762102,252.0,288.0,8467896.0,76.0,160.0,123.0,106.0,251.0,
ORM0669,44.0,39.0,28.0,39.0,36.0,-20.57,-30.59,18.15,-15.708666666666666,-26.388666666666666,6,2,4,8,-19.35,0,0,435.150898511,332.0,257.0,7712196.0,238.0,142.0,99.0,96.0,251.0,
MJB0588,39.0,24.0,15.0,47.0,38.0,-22.88,-23.52,15.43,-15.878666666666668,-23.908,11,5,15,18,-19.4,0,0,231.684986184,180.0,32.0,870499.0,11.0,29.0,109.0,107.0,251.0,
LIM0674,18.0,13.0,35.0,49.0,20.0,-15.0,-25.11,17.69,-16.080000000000002,-26.753999999999998,6,2,3,9,-19.35,0,0,774.349786386,388.0,231.0,7029465.0,187.0,139.0,118.0,106.0,259.0,
LHN0151,13.0,15.0,19.0,32.0,26.0,-9.07,-13.03,9.8,0,0,0,0,0,0,0,0,0,432.920699586,210.0,13.0,393198.0,9.0,11.0,115.0,121.0,251.0,
WTR0563,47.0,45.0,46.0,15.0,31.0,-8.81,-28.65,14.86,-8.596666666666666,-18.608,10,5,8,13,-5.51,0,0,589.027004638,324.0,196.0,5990197.0,0.0,136.0,88.0,77.0,251.0,
MKS0204,21.0,30.0,21.0,16.0,31.0,-5.29,-12.96,7.79,0,0,0,0,0,0,0,0,0,772.348968281,482.0,561.0,16720708.0,150.0,212.0,0.0,0.0,251.0,
AAW0353,49.0,45.0,19.0,25.0,34.0,-19.74,-28.6,15.27,-15.381999999999994,-25.19733333333333,11,5,13,14,-18.365000000000002,0,0,320.160766764,214.0,35.0,1106702.0,0.0,35.0,76.0,78.0,251.0,
WJD0576,40.0,20.0,23.0,38.0,26.0,-19.55,-24.92,15.24,-15.989666666666665,-23.861333333333334,11,5,15,19,-19.494999999999997,0,0,104.133196977,120.0,21.0,683200.0,4.0,21.0,119.0,103.0,251.0,
ILH0958,28.0,17.0,20.0,19.0,24.0,-8.53,-13.39,7.95,-11.643,-21.12166666666667,20,14,20,11,-11.2,0,0,216.960313803,168.0,27.0,799151.0,35.0,26.0,0.0,0.0,251.0,
TLK0993,41.0,36.0,40.0,35.0,22.0,-17.83,-34.9,20.19,0,0,0,0,0,0,0,0,0,396.48534407,278.0,215.0,6494896.0,0.0,132.0,0.0,0.0,251.0,
WAB0143,43.0,43.0,24.0,22.0,33.0,-15.32,-26.06,14.05,0,0,0,0,0,0,0,0,0,484.29841417,282.0,17.0,489295.0,0.0,17.0,0.0,0.0,251.0,
RAG0275,23.0,38.0,35.0,41.0,32.0,-14.18,-28.44,18.35,-15.121500000000001,-25.811500000000002,10,4,6,7,-18.800000000000004,0,0,608.750360171,368.0,23.0,666663.0,21.0,22.0,0.0,0.0,251.0,
KWC0004,23.0,38.0,39.0,20.0,27.0,-5.35,-22.66,13.31,0,0,0,0,0,0,0,0,0,918.924401659,710.0,50.0,1445401.0,9.0,43.0,95.0,97.0,251.0,
CJK0200,40.0,29.0,24.0,38.0,31.0,-19.54,-26.65,16.15,0,0,0,0,0,0,0,0,0,589.772708299,366.0,23.0,611140.0,0.0,23.0,114.0,118.0,251.0,
FEB0306,40.0,42.0,26.0,25.0,31.0,-15.53,-27.28,15.14,-12.847666666666667,-23.011000000000003,12,6,16,15,-14.915,0,0,83.2030147055,122.0,22.0,657660.0,19.0,22.0,96.0,80.0,251.0,
NKH0807,45.0,44.0,40.0,22.0,20.0,-15.2,-35.03,18.7,-12.563333333333336,-24.247333333333337,10,4,5,8,-10.75,0,0,352.542164202,286.0,357.0,10836651.0,194.0,185.0,74.0,80.0,251.0,
JMC0925,33.0,10.0,23.0,19.0,31.0,-6.48,-8.63,5.44,-13.898666666666667,-25.282,8,4,6,7,-13.849999999999998,0,0,814.40644677,496.0,407.0,12213795.0,407.0,209.0,106.0,115.0,255.0,
SBH0537,34.0,21.0,14.0,13.0,33.0,-7.73,-9.24,4.9,-8.668666666666665,-19.901999999999994,10,4,7,13,-8.390000000000002,0,0,730.984854333,472.0,291.0,8687948.0,262.0,180.0,120.0,123.0,279.0,
JJB0700,15.0,19.0,39.0,37.0,28.0,-6.98,-18.8,13.53,-10.214666666666666,-20.170666666666666,20,11,16,18,-9.290000000000003,0,0,128.409941831,92.0,17.0,521342.0,27.0,17.0,0.0,0.0,251.0,
AIS0405,40.0,45.0,14.0,37.0,35.0,-23.21,-30.2,17.64,-13.511428571428574,-23.816428571428574,8,5,8,4,-15.44,0,0,285.147034714,204.0,11.0,333021.0,5.0,11.0,86.0,86.0,251.0,
